Date,NAV
20030415,74.6
20030416,73.7
20030417,74.86
20030421,74.72
20030422,76.36
20030423,77.03
20030424,76.39
20030425,75.34
20030428,76.71
20030429,76.97
20030430,76.9
20030501,76.86
20030502,78.04
20030505,77.77
20030506,78.43
20030507,78.03
20030508,77.26
20030509,78.38
20030512,79.38
20030513,79.16
20030514,78.93
20030515,79.55
20030516,79.36
20030519,77.4
20030520,77.32
20030521,77.63
20030522,78.35
20030523,78.47
20030527,80.03
20030528,80.19
20030529,79.89
20030530,81.09
20030602,81.36
20030603,81.75
20030604,83.01
20030605,83.35
20030606,83.15
20030609,82.17
20030610,82.92
20030611,84.03
20030612,84.11
20030613,83.27
20030616,85.16
20030617,85.25
20030618,85.13
20030619,83.85
20030620,83.94
20030623,82.75
20030624,82.91
20030625,82.24
20030626,83.15
20030627,82.33
20030630,82.21
20030701,82.88
20030702,83.85
20030703,83.19
20030707,84.76
20030708,85.06
20030709,84.61
20030710,83.49
20030711,84.29
20030714,84.81
20030715,84.48
20030716,83.97
20030717,82.94
20030718,83.92
20030721,82.7
20030722,83.5
20030723,83.57
20030724,82.96
20030725,84.42
20030728,84.24
20030729,83.63
20030730,83.5
20030731,83.76
20030801,82.91
20030804,83.13
20030805,81.68
20030806,81.84
20030807,82.44
20030808,82.74
20030811,83
20030812,83.85
20030813,83.33
20030814,83.88
20030815,83.91
20030818,84.7
20030819,84.93
20030820,84.76
20030821,85.02
20030822,84.15
20030825,84.21
20030826,84.46
20030827,84.49
20030828,85.01
20030829,85.46
20030902,86.66
20030903,87.04
20030904,87.18
20030905,86.63
20030908,87.52
20030909,86.78
20030910,85.77
20030911,86.26
20030912,86.46
20030915,86.14
20030916,87.37
20030917,87.09
20030918,88.25
20030919,87.99
20030922,86.83
20030923,87.36
20030924,85.72
20030925,85.23
20030926,84.69
20030929,85.5
20030930,84.62
20031001,86.51
20031002,86.72
20031003,87.53
20031006,87.92
20031007,88.33
20031008,87.92
20031009,88.35
20031010,88.28
20031013,88.88
20031014,89.23
20031015,89
20031016,89.28
20031017,88.38
20031020,88.83
20031021,88.95
20031022,87.65
20031023,87.93
20031024,87.51
20031027,87.69
20031028,89.03
20031029,89.17
20031030,89.08
20031031,89.39
20031103,90.12
20031104,89.63
20031105,89.54
20031106,90.06
20031107,89.66
20031110,89.15
20031111,89.11
20031112,90.17
20031113,90.16
20031114,89.5
20031117,88.9
20031118,88.13
20031119,88.86
20031120,88.12
20031121,88.24
20031124,89.66
20031125,89.85
20031126,90.24
20031128,90.26
20031201,91.25
20031202,90.96
20031203,90.85
20031204,91.26
20031205,90.57
20031208,91.2
20031209,90.46
20031210,90.38
20031211,91.45
20031212,91.69
20031215,91.19
20031216,91.77
20031217,91.91
20031218,93.02
20031219,92.98
20031222,93.34
20031223,93.6
20031224,93.44
20031226,93.59
20031229,94.79
20031230,94.79
20031231,94.98
20040102,94.72
20040105,95.9
20040106,96.05
20040107,96.3
20040108,96.75
20040109,95.93
20040112,96.39
20040113,95.87
20040114,96.67
20040115,96.82
20040116,97.47
20040120,97.41
20040121,98.16
20040122,97.86
20040123,97.63
20040126,98.83
20040127,97.88
20040128,96.59
20040129,97.08
20040130,96.84
20040202,97.19
20040203,97.25
20040204,96.46
20040205,96.66
20040206,97.87
20040209,97.65
20040210,98.12
20040211,99.24
20040212,98.79
20040213,98.27
20040217,99.23
20040218,98.79
20040219,98.4
20040220,98.15
20040223,97.87
20040224,97.72
20040225,98.14
20040226,98.26
20040227,98.26
20040301,99.22
20040302,98.66
20040303,98.84
20040304,99.16
20040305,99.35
20040308,98.53
20040309,97.97
20040310,96.54
20040311,95.11
20040312,96.29
20040315,94.93
20040316,95.48
20040317,96.6
20040318,96.49
20040319,95.41
20040322,94.18
20040323,94.07
20040324,93.84
20040325,95.37
20040326,95.29
20040329,96.55
20040330,96.94
20040331,96.88
20040401,97.4
20040402,98.24
20040405,98.99
20040406,98.8
20040407,98.17
20040408,98.06
20040412,98.56
20040413,97.22
20040414,97.09
20040415,97.16
20040416,97.66
20040419,97.76
20040420,96.26
20040421,96.78
20040422,98.16
20040423,98.2
20040426,97.78
20040427,98
20040428,96.65
20040429,95.96
20040430,95.41
20040503,96.28
20040504,96.47
20040505,96.66
20040506,96.02
20040507,94.7
20040510,93.72
20040511,94.45
20040512,94.65
20040513,94.58
20040514,94.52
20040517,93.54
20040518,94.19
20040519,93.96
20040520,94
20040521,94.39
20040524,94.54
20040525,96.07
20040526,96.25
20040527,96.81
20040528,96.76
20040601,96.81
20040602,97.17
20040603,96.45
20040604,96.97
20040607,98.53
20040608,98.68
20040609,97.75
20040610,98.2
20040614,97.26
20040615,97.86
20040616,97.99
20040617,97.87
20040618,98.12
20040621,97.73
20040622,98.09
20040623,98.93
20040624,98.66
20040625,98.23
20040628,98.03
20040629,98.29
20040630,98.69
20040701,97.68
20040702,97.37
20040706,96.59
20040707,96.79
20040708,96
20040709,96.32
20040712,96.45
20040713,96.54
20040714,96.22
20040715,95.79
20040716,95.35
20040719,95.3
20040720,95.97
20040721,94.73
20040722,94.96
20040723,94.06
20040726,93.88
20040727,94.81
20040728,94.89
20040729,95.36
20040730,95.47
20040802,95.87
20040803,95.27
20040804,95.2
20040805,93.66
20040806,92.23
20040809,92.34
20040810,93.54
20040811,93.32
20040812,92.25
20040813,92.4
20040816,93.66
20040817,93.87
20040818,95.07
20040819,94.73
20040820,95.35
20040823,95.12
20040824,95.17
20040825,95.94
20040826,95.95
20040827,96.2
20040830,95.46
20040831,95.91
20040901,96.09
20040902,97.17
20040903,96.77
20040907,97.44
20040908,97.02
20040909,97.21
20040910,97.7
20040913,97.88
20040914,98.11
20040915,97.42
20040916,97.69
20040917,98.14
20040920,97.58
20040921,98.2
20040922,96.85
20040923,96.42
20040924,96.57
20040927,95.99
20040928,96.58
20040929,97
20040930,96.98
20041001,98.45
20041004,98.79
20041005,98.73
20041006,99.42
20041007,98.44
20041008,97.71
20041011,97.91
20041012,97.68
20041013,96.97
20041014,96.07
20041015,96.5
20041018,97
20041019,96.06
20041020,96.11
20041021,96.37
20041022,95.44
20041025,95.36
20041026,96.77
20041027,98.05
20041028,98.25
20041029,98.49
20041101,98.53
20041102,98.54
20041103,99.66
20041104,101.29
20041105,101.69
20041108,101.59
20041109,101.56
20041110,101.47
20041111,102.4
20041112,103.32
20041115,103.32
20041116,102.6
20041117,103.18
20041118,103.32
20041119,102.18
20041122,102.78
20041123,102.76
20041124,103.19
20041126,103.27
20041129,102.94
20041130,102.53
20041201,104.09
20041202,104
20041203,104.08
20041206,104.01
20041207,102.89
20041208,103.38
20041209,103.94
20041210,103.83
20041213,104.77
20041214,105.19
20041215,105.41
20041216,105.19
20041217,104.44
20041220,104.45
20041221,105.4
20041222,105.79
20041223,105.85
20041227,105.39
20041228,106.14
20041229,106.16
20041230,106.17
20041231,106.03
20050103,105.16
20050104,103.97
20050105,103.6
20050106,103.99
20050107,103.84
20050110,104.19
20050111,103.57
20050112,104.03
20050113,103.13
20050114,103.76
20050118,104.78
20050119,103.79
20050120,103
20050121,102.33
20050124,101.97
20050125,102.37
20050126,102.87
20050127,102.94
20050128,102.66
20050131,103.54
20050201,104.27
20050202,104.61
20050203,104.36
20050204,105.53
20050207,105.41
20050208,105.5
20050209,104.61
20050210,105.06
20050211,105.82
20050214,105.91
20050215,106.25
20050216,106.27
20050217,105.45
20050218,105.52
20050222,104.01
20050223,104.6
20050224,105.46
20050225,106.47
20050228,105.78
20050301,106.37
20050302,106.39
20050303,106.43
20050304,107.46
20050307,107.74
20050308,107.22
20050309,106.16
20050310,106.34
20050311,105.59
20050314,106.18
20050315,105.39
20050316,104.55
20050317,104.73
20050318,104.68
20050321,104.17
20050322,103.12
20050323,103.2
20050324,103.11
20050328,103.36
20050329,102.59
20050330,104.03
20050331,103.96
20050401,103.28
20050404,103.6
20050405,104.06
20050406,104.31
20050407,104.94
20050408,104.08
20050411,104.08
20050412,104.66
20050413,103.45
20050414,102.43
20050415,100.73
20050418,101.02
20050419,101.63
20050420,100.31
20050421,102.28
20050422,101.61
20050425,102.48
20050426,101.59
20050427,102.01
20050428,100.88
20050429,102.09
20050502,102.56
20050503,102.49
20050504,103.77
20050505,103.53
20050506,103.41
20050509,104.08
20050510,102.97
20050511,103.45
20050512,102.42
20050513,101.97
20050516,103.02
20050517,103.75
20050518,104.82
20050519,105.32
20050520,105.15
20050523,105.57
20050524,105.58
20050525,105.23
20050526,105.92
20050527,106.04
20050531,105.4
20050601,106.38
20050602,106.58
20050603,105.85
20050606,105.99
20050607,105.97
20050608,105.75
20050609,106.32
20050610,106.07
20050613,106.34
20050614,106.63
20050615,106.88
20050616,107.27
20050617,107.79
20050620,107.72
20050621,107.49
20050622,107.53
20050623,106.39
20050624,105.59
20050627,105.51
20050628,106.5
20050629,106.37
20050630,105.61
20050701,105.91
20050705,106.87
20050706,106.01
20050707,106.27
20050708,107.52
20050711,108.2
20050712,108.45
20050713,108.56
20050714,108.85
20050715,108.97
20050718,108.37
20050719,109.12
20050720,109.64
20050721,108.92
20050722,109.5
20050725,109.09
20050726,109.27
20050727,109.79
20050728,110.43
20050729,109.59
20050801,109.69
20050802,110.48
20050803,110.59
20050804,109.77
20050805,108.94
20050808,108.65
20050809,109.38
20050810,109.22
20050811,110
20050812,109.35
20050815,109.68
20050816,108.38
20050817,108.49
20050818,108.39
20050819,108.46
20050822,108.63
20050823,108.26
20050824,107.56
20050825,107.81
20050826,107.18
20050829,107.84
20050830,107.51
20050831,108.6
20050901,108.73
20050902,108.41
20050906,109.8
20050907,110.08
20050908,109.66
20050909,110.54
20050912,110.47
20050913,109.66
20050914,109.3
20050915,109.35
20050916,110.23
20050919,109.64
20050920,108.79
20050921,107.77
20050922,108.2
20050923,108.26
20050926,108.29
20050927,108.3
20050928,108.43
20050929,109.4
20050930,109.51
20051003,109.33
20051004,108.26
20051005,106.71
20051006,106.27
20051007,106.67
20051010,105.91
20051011,105.71
20051012,105.08
20051013,105.02
20051014,105.89
20051017,106.21
20051018,105.16
20051019,106.75
20051020,105.16
20051021,105.33
20051024,107.11
20051025,106.85
20051026,106.4
20051027,105.3
20051028,107.06
20051031,107.87
20051101,107.5
20051102,108.6
20051103,109.1
20051104,109.13
20051107,109.39
20051108,109.06
20051109,109.24
20051110,110.21
20051111,110.55
20051114,110.47
20051115,110.06
20051116,110.28
20051117,111.32
20051118,111.82
20051121,112.41
20051122,112.98
20051123,113.39
20051125,113.62
20051128,112.67
20051129,112.68
20051130,112
20051201,113.36
20051202,113.4
20051205,113.13
20051206,113.27
20051207,112.73
20051208,112.62
20051209,112.94
20051212,113.05
20051213,113.69
20051214,114.17
20051215,114.01
20051216,113.69
20051219,113.02
20051220,112.99
20051221,113.27
20051222,113.76
20051223,113.82
20051227,112.74
20051228,112.91
20051229,112.58
20051230,112.02
20060103,113.86
20060104,114.31
20060105,114.32
20060106,115.41
20060109,115.84
20060110,115.8
20060111,116.23
20060112,115.49
20060113,115.62
20060117,115.19
20060118,114.75
20060119,115.4
20060120,113.31
20060123,113.53
20060124,113.8
20060125,113.61
20060126,114.44
20060127,115.35
20060130,115.5
20060131,115.04
20060201,115.26
20060202,114.28
20060203,113.65
20060206,113.72
20060207,112.81
20060208,113.84
20060209,113.68
20060210,113.97
20060213,113.6
20060214,114.77
20060215,115.22
20060216,116.07
20060217,115.87
20060221,115.49
20060222,116.37
20060223,115.97
20060224,116.12
20060227,116.57
20060228,115.35
20060301,116.33
20060302,116.14
20060303,115.99
20060306,115.18
20060307,114.97
20060308,115.23
20060309,114.68
20060310,115.53
20060313,115.78
20060314,116.99
20060315,117.51
20060316,117.75
20060317,117.93
20060320,117.76
20060321,117.06
20060322,117.75
20060323,117.45
20060324,117.56
20060327,117.43
20060328,116.68
20060329,117.57
20060330,117.34
20060331,116.86
20060403,117.12
20060404,117.84
20060405,118.36
20060406,118.16
20060407,116.93
20060410,117.03
20060411,116.15
20060412,116.31
20060413,116.37
20060417,116.03
20060418,118.05
20060419,118.28
20060420,118.42
20060421,118.39
20060424,118.12
20060425,117.55
20060426,117.89
20060427,118.3
20060428,118.31
20060501,117.84
20060502,118.55
20060503,118.1
20060504,118.5
20060505,119.73
20060508,119.65
20060509,119.69
20060510,119.54
20060511,118.02
20060512,116.7
20060515,117.02
20060516,116.81
20060517,114.88
20060518,114.16
20060519,114.62
20060522,114.18
20060523,113.7
20060524,113.91
20060525,115.25
20060526,115.91
20060530,114.09
20060531,115.04
20060601,116.45
20060602,116.66
20060605,114.62
20060606,114.48
20060607,113.81
20060608,113.98
20060609,113.48
20060612,112.05
20060613,110.94
20060614,111.53
20060615,113.94
20060616,113.53
20060619,112.53
20060620,112.53
20060621,113.64
20060622,113.06
20060623,112.96
20060626,113.5
20060627,112.48
20060628,113.12
20060629,115.56
20060630,115.34
20060703,116.23
20060705,115.4
20060706,115.71
20060707,114.92
20060710,115.11
20060711,115.57
20060712,114.31
20060713,112.84
20060714,112.27
20060717,112.11
20060718,112.33
20060719,114.44
20060720,113.48
20060721,112.7
20060724,114.58
20060725,115.34
20060726,115.3
20060727,114.81
20060728,116.23
20060731,116.07
20060801,115.53
20060802,116.25
20060803,116.45
20060804,116.39
20060807,116.07
20060808,115.7
20060809,115.21
20060810,115.78
20060811,115.34
20060814,115.49
20060815,117.08
20060816,117.99
20060817,118.2
20060818,118.64
20060821,118.21
20060822,118.3
20060823,117.78
20060824,118.05
20060825,117.98
20060828,118.6
20060829,118.87
20060830,118.92
20060831,118.9
20060901,119.55
20060905,119.77
20060906,118.62
20060907,118.06
20060908,118.53
20060911,118.61
20060912,119.86
20060913,120.35
20060914,120.22
20060915,120.54
20060918,120.66
20060919,120.4
20060920,121.05
20060921,120.43
20060922,120.12
20060925,121.17
20060926,122.09
20060927,122.14
20060928,122.39
20060929,122.08
20061002,121.66
20061003,121.92
20061004,123.41
20061005,123.72
20061006,123.39
20061009,123.49
20061010,123.75
20061011,123.44
20061012,124.62
20061013,124.87
20061016,125.19
20061017,124.73
20061018,124.92
20061019,125
20061020,125.18
20061023,125.99
20061024,126.03
20061025,126.44
20061026,127.1
20061027,126.03
20061030,126.08
20061031,126.08
20061101,125.18
20061102,125.15
20061103,124.86
20061106,126.27
20061107,126.55
20061108,126.85
20061109,126.18
20061110,126.42
20061113,126.77
20061114,127.6
20061115,127.95
20061116,128.23
20061117,128.36
20061120,128.31
20061121,128.52
20061122,128.87
20061124,128.4
20061127,126.64
20061128,127.1
20061129,128.32
20061130,128.42
20061201,128.04
20061204,129.2
20061205,129.71
20061206,129.58
20061207,129.07
20061208,129.3
20061211,129.6
20061212,129.46
20061213,129.64
20061214,130.78
20061215,130.93
20061218,130.49
20061219,130.77
20061220,130.59
20061221,130.14
20061222,129.47
20061226,130.04
20061227,130.98
20061228,130.79
20061229,130.2
20070103,130.13
20070104,130.3
20070105,129.5
20070108,129.83
20070109,129.78
20070110,130.05
20070111,130.9
20070112,131.52
20070116,131.63
20070117,131.52
20070118,131.13
20070119,131.51
20070122,130.83
20070123,131.27
20070124,132.39
20070125,130.94
20070126,130.78
20070129,130.65
20070130,131.4
20070131,132.29
20070201,133.03
20070202,133.25
20070205,133.14
20070206,133.23
20070207,133.48
20070208,133.33
20070209,132.41
20070212,131.98
20070213,132.99
20070214,134.03
20070215,134.2
20070216,134.09
20070220,134.51
20070221,134.33
20070222,134.25
20070223,133.78
20070226,133.64
20070227,129.11
20070228,129.82
20070301,129.51
20070302,128.04
20070305,126.85
20070306,128.83
20070307,128.54
20070308,129.46
20070309,129.54
20070312,129.9
20070313,127.3
20070314,128.15
20070315,128.64
20070316,128.16
20070319,129.56
20070320,130.39
20070321,132.64
20070322,132.6
20070323,132.74
20070326,132.86
20070327,132.04
20070328,131.02
20070329,131.51
20070330,131.37
20070402,131.71
20070403,132.98
20070404,133.13
20070405,133.56
20070409,133.65
20070410,133.99
20070411,133.09
20070412,133.91
20070413,134.37
20070416,135.85
20070417,136.13
20070418,136.22
20070419,136.05
20070420,137.33
20070423,137.01
20070424,136.95
20070425,138.35
20070426,138.28
20070427,138.27
20070430,137.19
20070501,137.56
20070502,138.46
20070503,139.1
20070504,139.39
20070507,139.76
20070508,139.6
20070509,140.08
20070510,138.17
20070511,139.51
20070514,139.27
20070515,139.09
20070516,140.32
20070517,140.2
20070518,141.13
20070521,141.34
20070522,141.25
20070523,141.07
20070524,139.73
20070525,140.5
20070529,140.75
20070530,141.92
20070531,141.97
20070601,142.52
20070604,142.83
20070605,142.06
20070606,140.84
20070607,138.4
20070608,139.98
20070611,140.1
20070612,138.62
20070613,140.76
20070614,141.43
20070615,142.35
20070618,142.18
20070619,142.42
20070620,140.51
20070621,141.39
20070622,139.6
20070625,139.15
20070626,138.71
20070627,139.99
20070628,139.93
20070629,139.71
20070702,141.23
20070703,141.76
20070705,141.81
20070706,142.34
20070709,142.47
20070710,140.45
20070711,141.27
20070712,143.99
20070713,144.44
20070716,144.17
20070717,144.15
20070718,143.85
20070719,144.51
20070720,142.75
20070723,143.44
20070724,140.66
20070725,141.31
20070726,138.05
20070727,135.87
20070730,137.25
20070731,135.54
20070801,136.54
20070802,137.19
20070803,133.61
20070806,136.87
20070807,137.7
20070808,139.72
20070809,135.71
20070810,135.71
20070813,135.67
20070814,133.21
20070815,131.42
20070816,131.86
20070817,135.12
20070820,135.08
20070821,135.24
20070822,136.84
20070823,136.67
20070824,138.29
20070827,137.12
20070828,133.95
20070829,136.96
20070830,136.39
20070831,137.93
20070904,139.37
20070905,137.84
20070906,138.45
20070907,136.14
20070910,135.95
20070911,137.83
20070912,137.87
20070913,139.04
20070914,139.08
20070917,138.37
20070918,142.46
20070919,143.35
20070920,142.43
20070921,143.09
20070924,142.35
20070925,142.29
20070926,143.08
20070927,143.65
20070928,143.22
20071001,145.13
20071002,145.12
20071003,144.5
20071004,144.81
20071005,146.24
20071008,145.79
20071009,146.98
20071010,146.75
20071011,146.01
20071012,146.7
20071015,145.47
20071016,144.51
20071017,144.79
20071018,144.69
20071019,141.03
20071022,141.59
20071023,142.83
20071024,142.47
20071025,142.37
20071026,144.37
20071029,144.93
20071030,144.03
20071031,145.77
20071101,142.02
20071102,142.15
20071105,141.44
20071106,143.15
20071107,139.12
20071108,139.01
20071109,137.03
20071112,135.69
20071113,139.76
20071114,138.82
20071115,137.03
20071116,137.74
20071119,135.37
20071120,135.99
20071121,133.86
20071123,136.15
20071126,133.07
20071127,135.05
20071128,139
20071129,139.07
20071130,140.15
20071203,139.33
20071204,138.45
20071205,140.69
20071206,142.83
20071207,142.57
20071210,143.65
20071211,140.07
20071212,140.94
20071213,141.13
20071214,139.21
20071217,137.15
20071218,138.02
20071219,137.84
20071220,138.56
20071221,140.91
20071224,142.06
20071226,142.16
20071227,140.19
20071228,140.4
20071231,139.44
20080102,137.48
20080103,137.49
20080104,134.17
20080107,134.61
20080108,132.25
20080109,134.02
20080110,135.1
20080111,133.26
20080114,134.7
20080115,131.39
20080116,130.69
20080117,127.02
20080118,126.25
20080122,124.89
20080123,127.57
20080124,128.85
20080125,126.83
20080128,129.06
20080129,129.84
20080130,129.2
20080131,131.23
20080201,133.03
20080204,131.65
20080205,127.54
20080206,126.61
20080207,127.65
20080208,127.12
20080211,127.88
20080212,128.82
20080213,130.62
20080214,128.86
20080215,128.96
20080219,128.84
20080220,129.92
20080221,128.32
20080222,129.33
20080225,131.13
20080226,132.06
20080227,131.96
20080228,130.79
20080229,127.31
20080303,127.37
20080304,126.95
20080305,127.66
20080306,124.92
20080307,123.9
20080310,122.01
20080311,126.63
20080312,125.56
20080313,126.21
20080314,123.65
20080317,122.54
20080318,127.82
20080319,124.8
20080320,127.88
20080324,129.82
20080325,130.12
20080326,128.99
20080327,127.54
20080328,126.53
20080331,127.25
20080401,131.89
20080402,131.67
20080403,131.84
20080404,131.94
20080407,132.14
20080408,131.52
20080409,130.48
20080410,131.08
20080411,128.47
20080414,128.06
20080415,128.67
20080416,131.62
20080417,131.71
20080418,134.09
20080421,133.9
20080422,132.74
20080423,133.15
20080424,134
20080425,134.82
20080428,134.67
20080429,134.17
20080430,133.62
20080501,135.95
20080502,136.36
20080505,135.75
20080506,136.78
20080507,134.41
20080508,134.9
20080509,134.05
20080512,135.56
20080513,135.52
20080514,136.1
20080515,137.56
20080516,137.72
20080519,137.84
20080520,136.56
20080521,134.39
20080522,134.79
20080523,133.04
20080527,133.97
20080528,134.52
20080529,135.27
20080530,135.47
20080602,134.05
20080603,133.3
20080604,133.33
20080605,135.98
20080606,131.87
20080609,132
20080610,131.71
20080611,129.51
20080612,129.98
20080613,131.95
20080616,131.97
20080617,131.07
20080618,129.81
20080619,130.34
20080620,127.94
20080623,127.95
20080624,127.61
20080625,128.39
20080626,124.72
20080627,124.25
20080630,124.4
20080701,124.91
20080702,122.68
20080703,122.81
20080707,121.82
20080708,123.99
20080709,121.21
20080710,122.08
20080711,120.74
20080714,119.68
20080715,118.43
20080716,121.44
20080717,122.88
20080718,122.87
20080721,122.78
20080722,124.47
20080723,124.97
20080724,122.14
20080725,122.66
20080728,120.42
20080729,123.28
20080730,125.33
20080731,123.73
20080801,123.04
20080804,121.97
20080805,125.54
20080806,126.05
20080807,123.79
20080808,126.79
20080811,127.72
20080812,126.24
20080813,125.89
20080814,126.59
20080815,127.13
20080818,125.25
20080819,124.1
20080820,124.87
20080821,125.19
20080822,126.64
20080825,124.2
20080826,124.65
20080827,125.66
20080828,127.54
20080829,125.8
20080902,125.31
20080903,125.11
20080904,121.46
20080905,122.02
20080908,124.53
20080909,120.42
20080910,121.15
20080911,122.89
20080912,123.13
20080915,117.54
20080916,119.57
20080917,114.08
20080918,119.08
20080919,123.96
20080922,119.34
20080923,117.53
20080924,117.32
20080925,119.64
20080926,120.06
20080929,110.05
20080930,116.15
20081001,115.63
20081002,111.13
20081003,109.66
20081006,105.59
20081007,99.63
20081008,98.55
20081009,91.36
20081010,90.35
20081013,101.37
20081014,100.76
20081015,92.09
20081016,96.17
20081017,95.57
20081020,100.18
20081021,97.16
20081022,91.58
20081023,92.59
20081024,89.48
20081027,86.68
20081028,96.5
20081029,95.4
20081030,98.01
20081031,99.52
20081103,99.25
20081104,103.33
20081105,98.1
20081106,93.36
20081107,96.11
20081110,94.94
20081111,92.88
20081112,88.25
20081113,94.54
20081114,90.68
20081117,88.37
20081118,89.27
20081119,84.02
20081120,78.66
20081121,83.79
20081124,89.28
20081125,89.87
20081126,93.12
20081128,93.98
20081201,86
20081202,89.46
20081203,91.87
20081204,89.27
20081205,92.64
20081208,96.23
20081209,94.04
20081210,95.15
20081211,92.5
20081212,93.17
20081215,91.99
20081216,96.8
20081217,95.9
20081218,93.93
20081219,94.22
20081222,92.55
20081223,91.67
20081224,92.25
20081226,92.73
20081229,92.38
20081230,94.66
20081231,96
20090102,99.1
20090105,98.64
20090106,99.4
20090107,96.53
20090108,96.79
20090109,94.79
20090112,92.7
20090113,92.89
20090114,89.86
20090115,90
20090116,90.7
20090120,86.09
20090121,89.84
20090122,88.47
20090123,88.93
20090126,89.43
20090127,90.41
20090128,93.45
20090129,90.46
20090130,88.43
20090202,88.38
20090203,89.82
20090204,89.2
20090205,90.72
20090206,93.22
20090209,93.34
20090210,88.92
20090211,89.68
20090212,89.87
20090213,88.97
20090217,85.11
20090218,85.09
20090219,84.14
20090220,83.23
20090223,80.4
20090224,83.64
20090225,82.75
20090226,81.46
20090227,79.62
20090302,76.03
20090303,75.55
20090304,77.38
20090305,74.22
20090306,74.32
20090309,73.59
20090310,78.35
20090311,78.59
20090312,81.85
20090313,82.47
20090316,82.15
20090317,84.82
20090318,86.59
20090319,85.52
20090320,83.88
20090323,89.99
20090324,88.34
20090325,89.04
20090326,91.15
20090327,89.43
20090330,86.34
20090331,87.48
20090401,88.95
20090402,91.53
20090403,92.43
20090406,91.67
20090407,89.56
20090408,90.62
20090409,94.05
20090413,94.31
20090414,92.46
20090415,93.58
20090416,95.05
20090417,95.51
20090420,91.56
20090421,93.51
20090422,92.81
20090423,93.75
20090424,95.31
20090427,94.38
20090428,94.1
20090429,96.16
20090430,96.08
20090501,96.55
20090504,99.8
20090505,99.47
20090506,101.18
20090507,99.85
20090508,102.24
20090511,100.16
20090512,100.09
20090513,97.5
20090514,98.49
20090515,97.39
20090518,100.4
20090519,100.25
20090520,99.75
20090521,98.13
20090522,98.01
20090526,100.62
