Date,NAV
20140106,237.06
20140107,238.5
20140108,238.52
20140109,238.61
20140110,239.17
20140113,236.19
20140114,238.77
20140115,239.98
20140116,239.66
20140117,238.75
20140121,239.42
20140122,239.57
20140123,237.44
20140124,232.54
20140127,231.39
20140128,232.85
20140129,230.49
20140130,233.16
20140131,231.61
20140203,226.36
20140204,228.11
20140205,227.71
20140206,230.67
20140207,233.75
20140210,234.15
20140211,236.77
20140212,236.81
20140213,238.25
20140214,239.4
20140218,239.71
20140219,238.2
20140220,239.66
20140221,239.24
20140224,240.75
20140225,240.43
20140226,240.53
20140227,241.73
20140228,242.38
20140303,240.61
20140304,244.32
20140305,244.36
20140306,244.78
20140307,244.92
20140310,244.8
20140311,243.57
20140312,243.72
20140313,240.91
20140314,240.24
20140317,242.56
20140318,244.33
20140319,242.83
20140320,244.29
20140321,243.57
20140324,242.42
20140325,243.49
20140326,241.78
20140327,241.37
20140328,242.5
20140331,244.44
20140401,246.2
20140402,246.95
20140403,246.65
20140404,243.57
20140407,240.98
20140408,242.02
20140409,244.7
20140410,239.61
20140411,237.36
20140414,239.33
20140415,240.94
20140416,243.5
20140417,243.83
20140421,244.74
20140422,245.74
20140423,245.21
20140424,245.62
20140425,243.59
20140428,244.38
20140429,245.57
20140430,246.34
20140501,246.33
20140502,245.99
20140505,246.45
20140506,244.25
20140507,245.71
20140508,245.44
20140509,245.88
20140512,248.33
20140513,248.5
20140514,247.37
20140515,245.07
20140516,245.98
20140519,246.94
20140520,245.34
20140521,247.37
20140522,247.97
20140523,249.05
20140527,250.55
20140528,250.29
20140529,251.67
20140530,252.15
20140602,252.36
20140603,252.26
20140604,252.8
20140605,254.48
20140606,255.71
20140609,255.96
20140610,255.89
20140611,255.01
20140612,253.27
20140613,254.07
20140616,254.28
20140617,254.85
20140618,256.86
20140619,257.19
20140620,257.63
20140623,257.62
20140624,255.99
20140625,257.23
20140626,256.94
20140627,257.47
20140630,257.39
20140701,259.16
20140702,259.33
20140703,260.73
20140707,259.73
20140708,257.99
20140709,259.2
20140710,258.13
20140711,258.54
20140714,259.8
20140715,259.3
20140716,260.43
20140717,257.43
20140718,260.07
20140721,259.49
20140722,260.78
20140723,261.24
20140724,261.36
20140725,260.07
20140728,260.13
20140729,258.97
20140730,259.02
20140731,253.91
20140801,253.15
20140804,254.97
20140805,252.56
20140806,252.65
20140807,251.31
20140808,254.23
20140811,254.97
20140812,254.54
20140813,256.31
20140814,257.43
20140815,257.46
20140818,259.69
20140819,261.06
20140820,261.72
20140821,262.5
20140822,262.04
20140825,263.3
20140826,263.59
20140827,263.62
20140828,263.2
20140829,264.09
20140902,263.98
20140903,263.83
20140904,263.46
20140905,264.8
20140908,264.01
20140909,262.29
20140910,263.25
20140911,263.55
20140912,262
20140915,261.78
20140916,263.76
20140917,264.1
20140918,265.43
20140919,265.31
20140922,263.19
20140923,261.68
20140924,263.78
20140925,259.56
20140926,261.84
20140929,261.19
20140930,260.49
20141001,257.11
20141002,257.15
20141003,260.03
20141006,259.65
20141007,255.76
20141008,260.32
20141009,255.02
20141010,252.16
20141013,248.04
20141014,248.45
20141015,246.44
20141016,246.46
20141017,249.62
20141020,251.92
20141021,256.88
20141022,255.07
20141023,258.19
20141024,259.97
20141027,259.59
20141028,262.67
20141029,262.34
20141030,264.02
20141031,267.12
20141103,267.08
20141104,266.34
20141105,267.92
20141106,269.03
20141107,269.21
20141110,270.1
20141111,270.28
20141112,270.16
20141113,270.41
20141114,270.52
20141117,270.74
20141118,272.18
20141119,271.83
20141120,272.35
20141121,273.8
20141124,274.59
20141125,274.28
20141126,275.11
20141128,274.53
20141201,272.61
20141202,274.35
20141203,275.41
20141204,275.1
20141205,275.55
20141208,273.62
20141209,273.57
20141210,269.15
20141211,270.46
20141212,266.15
20141215,264.52
20141216,262.26
20141217,267.64
20141218,274.22
20141219,275.45
20141222,276.58
20141223,277.11
20141224,277.07
20141226,277.99
20141229,278.25
20141230,276.93
20141231,274.11
20150102,274.07
20150105,269.15
20150106,266.77
20150107,270.02
20150108,274.88
20150109,272.58
20150112,270.41
20150113,269.72
20150114,268.13
20150115,265.69
20150116,269.25
20150120,269.71
20150121,271.03
20150122,275.2
20150123,273.73
20150126,274.42
20150127,270.79
20150128,267.21
20150129,269.79
20150130,266.35
20150202,269.8
20150203,273.69
20150204,272.64
20150205,275.53
20150206,274.68
20150209,273.5
20150210,276.48
20150211,276.54
20150212,279.27
20150213,280.41
20150217,280.88
20150218,280.83
20150219,280.56
20150220,282.3
20150223,282.23
20150224,282.99
20150225,282.83
20150226,282.47
20150227,281.66
20150302,283.43
20150303,282.14
20150304,280.96
20150305,281.35
20150306,277.38
20150309,278.51
20150310,273.87
20150311,273.37
20150312,276.94
20150313,275.29
20150316,279.07
20150317,278.14
20150318,281.53
20150319,280.17
20150320,282.74
20150323,282.26
20150324,280.58
20150325,276.5
20150326,275.87
20150327,276.56
20150330,279.97
20150331,277.59
20150401,276.49
20150402,277.46
20150406,279.3
20150407,278.72
20150408,279.61
20150409,280.85
20150410,282.28
20150413,281.02
20150414,281.47
20150415,282.9
20150416,282.67
20150417,279.47
20150420,282.05
20150421,281.66
20150422,283.11
20150423,283.81
20150424,284.5
20150427,283.32
20150428,284.1
20150429,283.03
20150430,280.2
20150501,283.25
20150504,284.07
20150505,280.76
20150506,279.63
20150507,280.78
20150508,284.56
20150511,283.19
20150512,282.4
20150513,282.37
20150514,285.46
20150515,285.7
20150518,286.59
20150519,286.36
20150520,286.12
20150521,286.85
20150522,286.21
20150526,283.27
20150527,285.93
20150528,285.61
20150529,283.83
20150601,284.45
20150602,284.18
20150603,284.85
20150604,282.41
20150605,282.01
20150608,280.22
20150609,280.36
20150610,283.79
20150611,284.36
20150612,282.41
20150615,281.1
20150616,282.74
20150617,283.31
20150618,286.12
20150619,284.6
20150622,286.32
20150623,286.54
20150624,284.45
20150625,283.62
20150626,283.57
20150629,277.75
20150630,278.5
20150701,280.49
20150702,280.42
20150706,279.36
20150707,281.11
20150708,276.57
20150709,277.21
20150710,280.65
20150713,283.83
20150714,285.1
20150715,284.84
20150716,287.15
20150717,287.53
20150720,287.78
20150721,286.55
20150722,285.92
20150723,284.3
20150724,281.34
20150727,279.73
20150728,283.19
20150729,285.31
20150730,285.36
20150731,284.74
20150803,283.98
20150804,283.37
20150805,284.43
20150806,282.3
20150807,281.45
20150810,285.03
20150811,282.44
20150812,282.76
20150813,282.42
20150814,283.54
20150817,285.04
20150818,284.3
20150819,281.99
20150820,276.14
20150821,267.54
20150824,257.21
20150825,253.79
20150826,263.93
20150827,270.41
20150828,270.59
20150831,268.34
20150901,260.57
20150902,265.42
20150903,265.77
20150904,261.76
20150908,268.51
20150909,264.82
20150910,266.21
20150911,267.52
20150914,266.45
20150915,269.86
20150916,272.24
20150917,271.6
20150918,267.27
20150921,268.5
20150922,265.22
20150923,264.68
20150924,263.78
20150925,263.64
20150928,257.01
20150929,257.31
20150930,262.29
20151001,262.84
20151002,266.69
20151005,271.62
20151006,270.63
20151007,272.92
20151008,275.32
20151009,275.55
20151012,275.9
20151013,274.06
20151014,272.63
20151015,276.68
20151016,277.97
20151019,278.02
20151020,277.61
20151021,276.03
20151022,280.64
20151023,283.72
20151026,283.21
20151027,282.5
20151028,285.84
20151029,285.75
20151030,284.41
20151102,287.75
20151103,288.52
20151104,287.63
20151105,287.42
20151106,287.33
20151109,284.59
20151110,285.12
20151111,284.19
20151112,280.31
20151113,277.17
20151116,281.4
20151117,281.13
20151118,285.74
20151119,285.43
20151120,286.56
20151123,286.26
20151124,286.61
20151125,286.64
20151127,286.86
20151130,285.5
20151201,288.58
20151202,285.5
20151203,281.47
20151204,287.26
20151207,285.31
20151208,283.52
20151209,281.35
20151210,282.01
20151211,276.63
20151214,278
20151215,280.92
20151216,285.08
20151217,280.85
20151218,275.96
20151221,278.14
20151222,280.64
20151223,284.16
20151224,283.69
20151228,283.1
20151229,286.21
20151230,284.19
20151231,281.52
20160104,277.28
20160105,277.87
20160106,274.4
20160107,268.05
20160108,265.14
20160111,265.42
20160112,267.48
20160113,260.86
20160114,265.24
20160115,259.56
20160119,259.71
20160120,256.72
20160121,258.11
20160122,263.4
20160125,259.39
20160126,263.08
20160127,260.26
20160128,261.77
20160129,268.27
20160201,268.17
20160202,263.21
20160203,264.5
20160204,264.95
20160205,260.11
20160208,256.43
20160209,256.29
20160210,256.36
20160211,253.31
20160212,258.28
20160216,262.66
20160217,267.07
20160218,265.79
20160219,265.86
20160222,269.75
20160223,266.49
20160224,267.69
20160225,270.83
20160226,270.36
20160229,268.18
20160301,274.62
20160302,275.77
20160303,276.76
20160304,277.67
20160307,277.92
20160308,274.9
20160309,276.31
20160310,276.37
20160311,280.99
20160314,280.69
20160315,280.17
20160316,281.79
20160317,283.6
20160318,284.83
20160321,285.12
20160322,284.9
20160323,283.1
20160324,283.01
20160328,283.17
20160329,285.73
20160330,287.02
20160331,286.44
20160401,288.27
20160404,287.39
20160405,284.49
20160406,287.6
20160407,284.17
20160408,284.96
20160411,284.16
20160412,286.95
20160413,289.86
20160414,289.93
20160415,289.67
20160418,291.6
20160419,292.45
20160420,292.67
20160421,291.14
20160422,291.15
20160425,290.67
20160426,291.18
20160427,291.69
20160428,289.04
20160429,287.61
20160502,289.91
20160503,287.4
20160504,285.8
20160505,285.83
20160506,286.82
20160509,287.09
20160510,290.7
20160511,288.06
20160512,288.07
20160513,285.63
20160516,288.47
20160517,285.79
20160518,285.8
20160519,284.9
20160520,286.66
20160523,286.07
20160524,290.01
20160525,292.04
20160526,292.03
20160527,293.32
20160531,293.08
20160601,293.45
20160602,294.31
20160603,293.48
20160606,294.9
20160607,295.27
20160608,296.31
20160609,295.81
20160610,293.12
20160613,290.85
20160614,290.37
20160615,289.87
20160616,290.82
20160617,289.88
20160620,291.58
20160621,292.38
20160622,291.9
20160623,295.82
20160624,285.44
20160627,280.34
20160628,285.38
20160629,290.35
20160630,294.3
20160701,294.94
20160705,292.99
20160706,294.67
20160707,294.44
20160708,298.95
20160711,299.98
20160712,302.02
20160713,302.1
20160714,303.68
20160715,303.39
20160718,304.13
20160719,303.7
20160720,305.03
20160721,303.94
20160722,305.32
20160725,304.44
20160726,304.5
20160727,304.09
20160728,304.62
20160729,305.15
20160801,304.79
20160802,302.84
20160803,303.86
20160804,304.02
20160805,306.66
20160808,306.4
20160809,306.52
20160810,305.81
20160811,307.29
20160812,307.08
20160815,307.95
20160816,306.31
20160817,306.94
20160818,307.66
20160819,307.22
20160822,307.06
20160823,307.64
20160824,306.05
20160825,305.62
20160826,305.16
20160829,306.79
20160830,306.22
20160831,305.57
20160901,305.59
20160902,306.87
20160906,307.8
20160907,307.82
20160908,307.14
20160909,299.67
20160912,304.15
20160913,299.78
20160914,299.62
20160915,302.71
20160916,301.59
20160919,301.56
20160920,301.66
20160921,304.95
20160922,306.97
20160923,305.25
20160926,302.65
20160927,304.65
20160928,306.31
20160929,303.46
20160930,305.91
20161003,304.96
20161004,303.48
20161005,304.89
20161006,304.98
20161007,303.98
20161010,305.38
20161011,301.59
20161012,301.96
20161013,301.07
20161014,301.14
20161017,300.23
20161018,302.09
20161019,302.78
20161020,302.4
20161021,302.45
20161024,303.96
20161025,302.83
20161026,302.28
20161027,301.38
20161028,300.47
20161031,300.48
20161101,298.44
20161102,296.52
20161103,295.31
20161104,294.79
20161107,301.4
20161108,302.7
20161109,306.02
20161110,306.53
20161111,306.11
20161114,306.08
20161115,308.49
20161116,308.1
20161117,309.51
20161118,308.79
20161121,311.13
20161122,311.86
20161123,312.11
20161125,313.34
20161128,311.75
20161129,312.24
20161130,311.41
20161201,310.26
20161202,310.4
20161205,312.24
20161206,313.31
20161207,317.54
20161208,318.25
20161209,320.12
20161212,319.76
20161213,321.91
20161214,319.33
20161215,320.56
20161216,319.99
20161219,320.64
20161220,321.85
20161221,321.07
20161222,320.45
20161223,320.89
20161227,321.63
20161228,319.02
20161229,318.94
20161230,317.46
