Date;Food;Beer;Smoke;Games;Books;Hshld;Clths;Hlth;Chems;Txtls;Cnstr;Steel;FabPr;ElcEq;Autos;Carry;Mines;Coal;Oil;Util;Telcm;Servs;BusEq;Paper;Trans;Whlsl;Rtail;Meals;Fin;Other
200003;   9.29;   0.18;   5.21;  10.82;  12.46; -14.76;  24.94;  -0.03;  12.47;   5.21;  12.37;   3.47;   5.99;  16.98;   9.92;  10.14;   4.75;  -7.23;  13.76;   5.89;   8.27;   2.85;   4.72;   8.59;  12.68;   7.25;  14.41;  16.09;  16.95;  -0.29
200004;  -4.77;   3.69;   3.83;   4.08;  -7.47;   4.68;   3.65;   5.04;  -3.84;   6.37;   1.25;  -1.05;   5.03;   0.65;  11.73;   5.03;  -3.75; -15.36;  -1.30;   7.42;  -8.33; -16.44;  -6.03;  -1.08;   3.44;  -3.23;  -5.50;   3.72;  -3.69;   9.62
200005;  14.92;  11.90;  19.46;   1.32;  -6.01;   2.90;  -5.37;   3.72;   0.05;  -3.96;  -6.97;  -4.49;  -9.87;   0.24; -14.99;  -0.79;   1.50; -12.76;  11.02;   3.96;  -9.97;  -9.27; -11.47;  -1.91;  -3.57;   1.45;  -3.13;  -4.25;   4.97;   5.93
200006;   1.72;   6.08;   3.04;  -1.03;  -0.35;  -2.92;  -7.74;  10.99;  -6.37;  -8.93;  -1.58;  16.08;   1.06;   0.68; -12.10;  -9.76;  -5.61;  14.81;  -6.17;  -4.68;   3.99;  11.35;  12.82;  -5.87;  -1.91;  -2.21;  -1.98;  -3.94;  -4.28;   1.87
200007;  -1.06;   6.57;  -4.39;  -1.73;  -1.57;  -2.40;   5.56;  -6.51;   0.86;   4.55;  -2.19;  -6.20;  -6.18;   0.02;   4.90;   7.16;  -7.10;  11.38;  -2.70;   3.87;  -6.74;  -7.91;  -3.26;   4.49;   9.59;   4.26;  -1.96;  -2.01;   8.63;  -1.29
200008;  -2.85; -10.95;  19.04;   5.41;   2.50;   3.85;   3.04;   3.50;   2.65;  -3.37;   5.52;  25.05;   9.34;   7.30;   5.94;  10.27;   4.38;  17.94;   8.74;  11.66;  -1.49;  11.15;  12.84;   2.04;  -2.83;  10.36;  -5.29;  -0.71;  10.11;  13.12
200009;   4.96;   5.46;   0.95;  -8.92;   0.36;  -1.47;  -0.63;   3.67;  -3.49;   5.91;  -3.60; -12.27; -16.36; -10.61;  -5.14;   7.56;  -7.07; -13.73;   4.62;   8.80;  -4.45;  -8.98; -17.73;  -5.53;  -2.74;   3.64;   2.45;   1.62;   2.48;  -1.15
200010;   6.03;   8.95;  22.80;  -3.62;  -2.75;   9.53;   3.90;   2.06;   2.58;  -2.79;   6.13; -12.15;  -4.85; -10.93;   2.92;  14.15;  -3.88;   7.16;  -2.84;  -1.67;  -0.17;  -7.61;  -6.66;  10.30;   7.74;  -2.57;  -2.08;   4.26;  -0.53;  -5.21
200011;   4.22;   4.19;   4.07; -12.85;  -5.51;   0.25;   4.18;   0.75;   0.92;  -0.82;  -2.56; -15.65;  -9.89;  -9.53; -13.36;  -0.71;   4.90;   9.30;  -2.55;   2.96; -16.53; -19.95; -24.28;   0.48;   1.38;  -6.83;  -0.23;   5.08;  -5.12;  -8.12
200012;   5.44;  -2.59;  17.07;  -8.97;  11.11;   3.04;  14.59;   3.49;  10.10;   5.78;  12.39;   1.89;   9.56;   6.41;  -0.12;  -0.02;   5.54;  44.09;   7.38;   6.47;  -4.27;  -6.44;  -8.29;  11.11;   4.28;  12.84;   4.33;   2.41;   9.80;  -0.90
200101;  -4.44;  -4.72;   0.07;  21.40;   2.35;  -3.67;   3.43;  -8.51;  -4.85;   8.89;  -0.99;   6.15;  11.12;   2.32;  15.09;  -5.73;   1.60;  -2.48;  -3.43; -10.23;  15.50;  17.73;  13.93;  -3.63;   5.77;  -1.87;   9.76;  -3.77;  -0.46;  -3.32
200102;   1.34;  -6.32;   9.47;  -6.31;   0.35;  -1.16; -11.06;  -0.54;  -1.86;  -2.50;   0.66; -23.84;  -9.04; -14.24;  -0.65;   3.40;   2.00;  23.08;  -0.13;   6.18; -10.30; -16.31; -31.53;   2.50;  -5.04;  -4.78;  -6.17;  -0.06;  -5.07;   1.36
200103;  -3.67;  -9.48;  -0.18;  -8.27;  -6.54;  -8.95;  -1.09;  -8.59;  -4.57;  -4.35;  -1.55;  -8.40;  -2.01; -11.88;  -2.12;  -9.31;  -2.30;  18.92;  -0.19;   1.05;  -6.00; -13.02; -14.14;  -5.92;  -2.22;  -6.11;  -2.00;  -5.00;  -3.32;  -7.70
200104;  -1.70;  -2.13;   5.68;  14.11;   5.04;   1.62;   7.17;   4.25;   6.08;   5.25;   2.90;  13.33;  15.02;   9.69;   7.47;  12.64;   6.89;   8.44;  10.02;   5.41;   4.01;  18.87;  15.93;   5.85;   3.50;   8.11;   4.97;   6.75;   4.10;  12.75
200105;   2.74;   4.67;   2.24;  10.03;   3.40;   5.46;   4.01;   2.77;   1.19;   2.47;   2.06;   0.21;  -0.21;   4.47;  -3.28;   2.38;  11.20; -13.69;   0.19;   0.47;  -1.63;   1.32;  -6.35;   1.44;   5.08;  -0.40;   1.68;   4.22;   3.67;   1.26
200106;  -0.63;  -4.92;  -0.50;  -4.89;   0.44;   0.76;  -1.89;  -2.98;  -2.83;   4.33;   0.10;  -7.30;  -4.62;  -8.07;   4.61; -13.66;  -4.01; -16.55;  -7.42;  -6.15;  -2.68;   3.94;  -1.57;  -4.16;  -3.25;  -2.04;  -2.61;  -3.70;   0.69;  -0.77
200107;   3.13;   0.79;  -9.19;  -6.62;  -1.09;   4.64;   0.09;   2.28;  -2.94;  10.05;   0.24;  -2.31;  -2.42;  -5.83;   3.79;   3.39;  -6.19; -16.49;  -2.12;  -3.84;  -0.96;  -9.84;  -4.33;   5.57;   0.19;   0.20;   5.43;   3.83;  -0.63;  -9.07
200108;   3.64;   6.13;   4.67;  -0.50;  -7.74;   1.08;  -4.51;  -3.10;  -1.21;  -3.62;   0.10;  -6.33;  -5.37;  -2.26; -13.77;  -5.63;   2.54;   6.76;  -3.57;   0.53;  -8.64; -12.98; -11.16;  -1.87;  -4.74;  -4.21;  -8.39;   1.14;  -5.26;  -5.25
200109;  -0.50;  -3.22;   2.90; -17.59; -11.31;  -5.00; -17.74;  -0.63;  -9.51; -15.55; -13.68; -22.00; -19.85; -13.38; -17.87; -23.81;  -1.35; -15.69;  -6.12;  -6.60;  -2.35; -13.00; -24.51;  -8.82; -17.55;  -8.56;  -9.77; -13.42;  -5.53; -11.34
200110;   1.82;   1.36;  -2.82;   8.13;   0.08;   1.22;   7.59;   1.26;   3.61;   5.67;   4.70;   2.50;  10.49;   0.36;  -1.72;   4.13;  -4.04;  30.00;   4.96;   1.76;  -9.57;  10.76;  19.58;   1.28;   4.86;  -7.30;   3.44;   2.86;  -1.53;  -0.83
200111;   0.76;  -0.03;   1.19;  10.87;  12.33;   6.07;   9.77;   5.02;  11.11;   7.24;   7.96;  15.74;   7.86;  10.62;  17.38;   7.87;   1.70; -14.09;  -4.12;  -1.43;   5.85;  11.33;  20.19;   9.53;  11.99;  -3.59;  13.05;   5.90;   6.73;   5.76
200112;   2.55;   1.61;  -1.73;   5.51;   3.23;   1.83;   7.05;  -2.82;  -1.37;  12.23;   7.97;  -2.72;   6.60;   4.39;  -3.41;   5.26;   4.27;  10.22;   5.93;   4.04;   2.60;   3.34;  -3.94;   2.29;   3.05;   1.05;   4.96;   4.14;   3.15;   4.36
200201;   1.32;  -3.76;   8.44;   5.63;  -3.42;   2.68;   5.39;  -2.41;  -1.73;   4.25;   1.70;  -0.26;   2.14;   1.85;   3.09;   5.37;   1.77;  -9.45;  -2.79;  -4.33;  -7.15;  -4.09;   3.35;   0.17;   6.91;   3.37;   2.09;   6.31;  -1.19;  -6.52
200202;   1.28;   8.17;   5.04;   1.08;   6.51;   2.67;  -0.73;  -0.45;   4.80;   5.72;   4.85;   0.03;   3.59;  -0.34;   5.97;   8.24;   4.83;  -1.18;   5.61;  -0.36;  -2.75;  -7.84; -16.68;   5.26;   1.76;  -2.67;   0.34;  -1.32;  -1.11;   2.55
200203;   1.59;   8.35;   1.59;   8.85;   3.29;   4.50;   4.78;   0.54;   5.13;   0.72;   1.73;   6.04;  10.33;   5.10;   7.49;   3.15;   8.07;  14.90;   7.64;  10.29;   0.36;   3.80;   9.73;   1.77;   2.92;   5.27;   1.53;   5.46;   6.29;  -0.47
200204;   1.44;   5.04;   3.29;   3.90;  -4.25;   0.09;   2.89;  -7.55;  -4.84;   9.63;   3.83;  -7.13;  -2.62;  -1.42;   1.68;  -3.30;  -0.08;  -6.45;  -4.55;  -0.42; -12.76; -13.71;  -8.52;   2.18;  -6.03;  -0.61;  -2.21;   3.99;  -1.02; -12.17
200205;   2.10;  -0.50;   4.52;  -4.05;  -0.26;  -0.20;  -1.60;  -2.28;   2.08;   0.05;  -1.40;   0.36;  -4.60;   3.48;   0.63;   0.50;   6.65;   5.58;  -0.80;  -6.92;   3.00;  -4.15;  -2.71;   0.41;  -0.10;  -5.14;  -1.27;  -0.02;  -0.16;  -1.24
200206;  -2.87;  -0.24; -22.09;  -6.94;  -5.46;  -2.94;  -1.63;  -9.53;  -0.96;  -5.23;  -2.26;  -5.18;  -7.37;  -6.88;  -9.46;  -0.28;  -9.56;  -6.13;   0.06;  -5.81; -14.40;  -5.91; -18.52;  -2.75;  -0.89;  -6.07;  -5.12;  -4.29;  -4.76;  -4.59
200207;  -9.25;  -7.29;   3.92; -14.68;  -5.18;  -2.42; -10.02;  -2.76;  -9.25; -22.86; -10.62; -20.39; -14.41;  -9.12; -12.51;  -8.26;  -9.74; -30.20; -11.65; -12.14; -11.67; -10.44;  -9.20;  -6.19;  -8.28; -10.54; -11.99;  -9.40;  -7.03;   4.76
200208;  -1.05;   2.40;   8.91;   5.00;   3.52;   1.76;  -1.10;   0.65;   1.86;  -2.45;  -1.99;  -4.83;  -0.79;   0.07;  -1.47;  -9.65;   8.28;   9.88;   0.58;   3.40;   0.20;   1.55;  -3.42;  -0.87;  -2.21;   4.52;   1.91;  -3.92;   2.25;  -3.88
200209;  -4.22;  -5.56; -21.53;  -5.25;  -3.78;  -2.56;  -6.03;  -5.89; -11.15;  -6.58;  -9.83; -18.46;  -9.99;  -9.74; -13.29;  -9.49;  -7.61;  -8.14;  -7.85; -10.88;  -9.85; -14.24; -17.48; -10.30;  -6.45;  -6.36;  -9.49; -13.63; -10.41; -14.63
200210;   8.07;  -0.43;   4.92;  11.15;   5.63;   3.14;   9.65;   5.68;   5.64;   3.93;   3.22;   6.42;   9.74;   5.33;  -8.58;  -0.08;  -9.01;   4.16;   3.14;  -0.61;  21.94;  19.26;  15.59;   4.12;   4.66;   5.41;   6.46;  -0.36;   7.28;   1.13
200211;   0.17;  -3.07;  -6.57;   9.48;  -1.20;  -1.94;   5.28;   3.78;   9.46;  12.06;   4.97;  18.20;  12.11;  11.27;  17.49;   7.16;   3.72;  10.33;   2.95;   1.58;  11.81;  10.40;  21.41;   7.79;   3.89;  -3.33;   2.92;   5.67;   3.22;   5.98
200212;   0.13;  -3.19;   8.97; -13.18;  -1.02;  -0.03;  -4.83;  -4.09;  -4.27;  -4.91;  -2.02; -10.27;  -9.19;  -4.49;  -7.74;  -2.81;  12.69;  12.11;   0.74;   3.83;  -9.51;  -8.62; -15.94;  -5.17;  -0.98;  -2.68;  -8.03;  -5.63;  -4.25;  -7.00
200301;  -3.86;  -5.84;  -6.19;  -8.02;   1.22;  -2.66;  -4.39;  -0.60;  -5.91;  -4.80;  -3.47;  -4.78;  -5.80;  -4.69;  -2.99;  -3.48;  -1.05; -14.24;  -2.39;  -3.21;  -4.11;  -2.10;  -0.96;  -1.47;  -5.10;  -2.27;  -5.10;  -5.93;  -1.61;  -5.12
200302;  -5.00;  -0.82;   1.30;  -2.19;  -4.77;  -2.76;  -3.12;  -1.96;  -4.16;  -4.16;   0.17;   2.28;   1.80;  -0.09;  -5.89;  -8.62;  -6.68;  14.60;   1.85;  -3.98;  -6.45;  -1.36;   3.07;  -1.55;  -3.13;  -3.45;  -0.52;  -4.83;  -3.26;   1.57
200303;   0.04;   1.05; -19.87;   0.41;  -2.20;   6.47;   5.70;   3.73;   3.42;  -1.47;   0.97;  -3.26;  -1.85;  -4.46;  -3.68;  -5.46;  -3.03;  -3.50;   1.54;   4.31;  -0.43;   0.88;  -2.21;   0.73;   4.44;  -0.51;   5.51;   5.18;   0.21;   5.06
200304;   4.17;   2.18;   2.70;  14.72;   8.09;   3.42;   7.54;   4.27;   9.94;  12.64;   7.72;  10.22;   8.73;  10.05;  18.82;   9.10;   5.80;   2.28;  -0.50;   7.23;  11.26;   8.01;  10.50;   3.11;  10.64;   6.08;   9.73;   9.51;  11.14;  13.68
200305;   5.16;  10.22;  32.53;   6.82;   6.49;   2.88;   4.01;   3.94;   0.82;   3.86;  10.61;  13.14;   6.17;   5.82;   3.70;  11.36;  11.69;  25.51;   8.50;  10.16;   6.32;   5.72;  13.86;   2.75;   4.58;   6.93;   2.52;   8.41;   5.61;  -1.01
200306;   0.71;   0.81;  10.92;   4.99;  -1.55;  -2.57;  -0.41;   4.16;  -1.16;  -2.39;   0.05;   2.15;   2.48;  -0.68;   2.60;   6.41;   7.09;   0.71;  -0.99;   1.06;   2.09;   0.81;   0.34;   1.12;  -0.17;   4.31;   2.80;   6.73;   0.64;   0.79
200307;   0.30;  -1.84; -11.25;  -0.63;  -1.08;   0.76;   3.67;   0.48;   7.89;  13.66;   0.67;   6.92;  10.02;   6.51;   6.25;   4.28;  11.43; -12.55;  -2.52;  -5.43;  -1.71;   2.80;   8.49;   4.81;   1.93;  -1.29;   4.33;   2.32;   4.37;   0.23
200308;   0.08;  -2.06;   2.41;   4.58;   0.71;   1.18;   4.96;  -2.82;   1.70;   6.67;   5.60;   4.64;   7.64;   6.57;   8.71;   8.00;   9.10;   7.52;   6.18;   1.92;   1.26;   3.52;   8.20;   3.69;   1.10;   3.16;   7.91;   0.74;  -0.53;   3.57
200309;   1.71;  -1.56;   8.14;  -2.93;  -0.09;   2.17;  -1.33;   0.30;  -6.03;  -3.43;  -0.12;  -3.16;  -7.81;  -4.42;  -5.07;  -6.78;   0.16;  -2.33;  -2.18;   3.84;  -5.52;   0.62;  -2.64;  -2.15;  -1.43;   0.54;  -5.80;   1.99;   0.58;  -0.22
200310;   4.15;   5.71;   6.16;   4.61;   7.51;   4.38;  12.23;   0.87;   6.62;   3.41;  10.56;  19.21;  12.70;  10.06;   9.32;  11.11;  13.39;   9.76;   1.56;   1.51;   6.83;   3.31;  13.09;   7.93;   9.25;   4.64;   9.85;   6.93;   6.96;  -0.88
200311;   2.38;   2.35;  11.42;   5.11;   2.08;  -0.89;   3.47;   1.82;   3.02;  -0.82;   3.82;   3.56;   3.99;   7.30;   3.72;  -0.29;   9.97;   1.58;   0.64;   0.95;  -0.63;   0.79;   3.04;   0.97;  -1.28;   4.39;  -0.45;   3.91;   0.96;   0.02
200312;   1.66;   6.64;   5.70;   5.89;   3.01;   2.26;   0.90;   5.64;   9.40;   1.09;   4.61;  10.65;   3.50;   6.04;  14.72;  10.91;   3.34;  26.48;  13.47;   5.86;   7.57;   4.42;   0.08;   8.96;   1.48;   3.12;  -3.17;  -0.41;   4.14;   8.22
200401;   1.23;  -2.89;   2.06;   0.21;   1.21;   2.15;  -2.01;   3.10;  -1.93;   1.33;  -2.19;   0.05;  -1.53;  -0.84;  -2.61;   2.42; -10.15;  -7.38;   0.31;   1.91;   1.65;   3.92;   4.85;  -3.41;  -3.84;   3.00;  -0.20;   0.60;   3.38;   6.07
200402;   6.22;   2.57;   3.88;   1.43;   1.06;   2.98;   5.51;   0.89;   2.66;  10.50;   6.78;   6.37;   0.48;  -3.24;  -1.24;  -0.73;   6.11;   7.14;   4.52;   2.11;  -0.42;  -3.06;  -2.72;   3.53;   0.35;   2.38;   6.72;   7.23;   2.89;  -1.98
200403;   1.68;  -0.19;  -4.06;   1.40;  -0.14;   1.50;   3.06;  -3.91;  -1.66;  -2.11;   3.49;  -4.48;   1.16;   0.73;  -2.07;  -4.73;   2.75;   6.96;  -0.06;   1.14;  -2.03;  -1.54;  -2.52;   0.64;  -0.46;   1.92;  -0.11;   0.80;  -0.71;  -4.75
200404;   3.10;   0.38;   1.85;  -2.35;  -0.20;   2.21;  -1.57;   3.51;  -0.63;  -3.80;  -4.34;  -8.72;  -2.57;  -2.47;   3.67;   2.49; -17.61;   2.92;   2.66;  -3.57;  -0.43;  -0.51;  -8.06;   1.24;   0.21;   0.92;  -3.21;  -1.01;  -4.26;  -1.44
200405;  -1.39;   2.26; -12.60;   0.89;   0.48;   1.53;   0.42;  -0.42;   0.61;  -4.60;   2.14;   5.85;   2.15;   0.69;  -2.81;   0.92;   5.02;   6.65;   0.48;   1.26;  -2.96;   2.10;   6.86;   0.63;   1.91;   0.16;   0.74;  -2.95;   1.56;   3.45
200406;   2.32;  -0.24;   6.11;   3.48;  -2.01;   2.20;   4.34;  -0.50;   5.44;   2.79;   1.57;   9.42;   6.00;   6.62;   5.69;   8.95;   0.16;  13.81;   5.36;   2.03;   0.80;   3.48;   1.25;   5.14;   6.40;   2.81;  -0.34;  -0.58;   0.54;   4.98
200407;  -5.24; -10.04;  -3.75;  -6.56;  -4.35;  -5.19;  -5.16;  -5.93;  -3.31;  -1.78;  -3.57;  -0.19;  -6.21;  -7.27;  -3.66;   0.92;   2.67;  -1.50;   3.40;   1.06;  -1.00;  -6.14; -10.33;  -5.31;  -4.44; -11.36;  -3.47;   2.61;  -2.23;   0.23
200408;  -0.03;   1.88;   3.22;  -1.30;   0.00;   4.67;   0.00;   1.64;   3.01;   1.21;   4.01;  -0.23;  -2.42;   1.07;  -3.40;   0.08;   6.66;  -5.02;  -1.33;   3.67;   1.17;  -2.87;  -5.94;   0.14;  -0.90;  -2.45;  -0.81;  -2.59;   3.12;  -0.83
200409;  -0.82;  -7.95;  -2.52;   4.63;   1.27;  -2.88;   2.77;  -1.41;   4.48;   3.52;   4.92;   7.97;   6.01;   2.08;   2.09;   0.56;   5.91;   8.78;   8.82;   1.38;   1.33;   4.25;   2.53;   0.02;   3.16;  -0.03;   2.89;   4.82;   0.12;   1.96
200410;   3.61;   1.08;   2.95;   2.70;   2.31;  -3.60;   5.07;  -2.43;   0.32;   6.33;   0.80;  -3.58;  -0.97;   2.76;  -4.32;  -2.36;  -1.65;  -0.12;   0.65;   4.24;   3.31;   4.20;   5.51;  -3.30;   6.74;   2.72;   3.31;   2.95;   0.62;   0.66
200411;   3.35;  -0.70;  17.31;   6.94;   2.75;   4.06;   4.05;   0.67;   8.76;   5.07;   6.70;  13.05;   7.74;   8.06;   8.07;   6.78;   3.29;  25.70;   6.31;   4.89;   3.63;   6.40;   5.22;   5.87;   5.40;   8.40;   2.47;   7.43;   4.61;   3.66
200412;   5.02;   4.36;   7.38;   7.77;   1.19;   4.12;   5.61;   5.66;   2.79;   4.20;   6.12;  -1.62;   3.18;   3.96;   5.02;   0.49;  -2.61;  -3.02;  -2.31;   2.48;   4.18;   3.23;   3.03;   3.60;   4.13;   5.95;   3.07;   5.08;   4.16;   3.69
200501;   0.48;  -0.67;   4.41;  -4.69;  -3.38;  -1.26;  -2.56;  -4.08;  -1.45;  -3.32;   3.16;  -0.37;  -5.11;  -0.35;  -8.01;  -1.17;  -2.73;   4.55;   2.99;   1.76;  -4.24;  -5.70;  -6.28;  -3.28;  -6.89;  -2.73;  -0.94;   0.37;  -2.08;  -0.79
200502;  -0.89;   1.47;   3.16;  -0.95;   0.11;   0.02;   2.09;   2.44;   8.27;   0.81;   3.76;   9.77;   6.22;   2.99;  -0.34;   4.31;   9.31;  14.20;  19.57;   2.36;  -0.44;  -1.53;   1.75;   2.40;   2.38;   3.12;   0.07;   1.13;  -0.25;  -0.50
200503;  -1.24;  -0.99;   0.32;  -0.82;  -1.44;  -0.59;  -1.08;  -0.48;  -2.04;  -6.42;  -3.64;  -7.55;  -2.92;  -2.44;  -8.55;   2.36;  -5.26;  -3.58;  -3.44;   0.61;  -0.04;  -2.12;  -2.59;  -0.53;  -0.86;  -1.80;   0.71;   0.29;  -3.23;   0.55
200504;  -0.01;   2.21;  -1.38;  -4.66;  -2.59;  -2.57;  -7.30;   3.95;  -7.45;  -5.93;  -1.85;  -9.71;  -5.41;  -7.93; -11.18;  -0.82;  -9.90;  -6.08;  -5.58;   2.13;  -2.00;  -4.56;  -4.32;  -7.91;  -6.14;  -2.69;  -5.66;  -5.84;  -0.87;  -0.73
200505;   2.13;   2.41;   3.10;   4.41;  -0.84;   1.69;   6.63;   1.48;   0.22;   5.90;   5.86;   0.19;   5.69;   7.34;  10.23;   5.31;   2.32;  10.34;   1.95;   1.66;   1.50;   5.12;  10.34;   0.64;   4.97;   4.27;   6.67;   8.10;   3.32;   1.34
200506;  -2.10;  -3.94;  -2.24;  -0.75;  -0.28;  -2.56;   5.81;  -0.58;  -0.96;   1.65;   3.61;  -2.70;   0.58;  -2.86;   2.91;   0.18;   5.87;   7.30;   5.75;   5.56;   0.19;  -1.17;  -1.13;  -3.17;  -2.92;   1.50;   3.04;  -2.46;   2.42;  -2.68
200507;   2.46;   1.66;   3.78;   3.55;   2.84;   3.44;   3.28;   3.72;   4.63;   2.81;   9.57;  13.15;  10.38;   6.67;   7.56;   2.42;   4.26;  20.92;   5.54;   2.98;   3.13;   5.33;   6.66;   5.09;   8.17;   5.21;   6.03;   4.55;   1.74;  -0.24
200508;  -2.00;   0.50;   4.47;  -0.97;   1.58;  -1.07;  -3.96;  -0.31;  -6.05;  -2.20;  -2.37;  -0.78;   1.19;   0.39;  -4.14;  -0.04;   2.81;   8.77;   5.73;   1.25;  -1.20;   0.41;  -1.19;  -2.98;  -3.38;  -1.39;  -6.60;  -4.82;  -1.45;  -2.07
200509;   0.92;   0.54;   4.74;  -1.86;  -3.33;   1.53;  -1.85;  -1.93;  -1.85;  -4.57;   2.74;   3.08;  -0.19;   2.27;  -5.18;   1.52;  14.24;   9.49;   7.20;   4.38;  -1.47;  -0.24;   1.46;  -0.12;   3.85;  -0.08;  -2.20;  -0.27;   1.17;   0.21
200510;  -2.88;   0.52;   1.73;  -3.97;  -6.11;  -3.28;  -2.30;  -3.26;   2.33;  -4.07;  -7.18;  -4.33;  -4.63;  -3.91;  -7.86;  -4.50;  -5.99;  -9.74; -10.17;  -6.85;  -3.03;   1.21;  -4.44;   0.65;   2.65;  -1.99;   2.19;   0.16;   2.51;   1.05
200511;  -0.27;   1.54;  -2.60;   5.36;   2.69;   3.10;   6.25;   1.59;   3.42;   5.19;   5.60;  12.91;   7.07;   6.44;  -1.08;   4.68;   7.40;   0.66;   1.02;  -0.22;   2.64;   5.33;   7.33;   7.50;   7.45;   4.55;   3.68;   6.83;   4.49;   4.65
200512;  -0.01;  -2.11;   4.27;  -1.02;  -1.84;   1.55;  -0.24;   2.40;   0.58;   0.90;  -0.22;   3.67;   0.66;  -0.63;  -1.51;   2.70;   7.61;   1.52;   0.41;   1.24;  -1.73;  -2.21;  -1.46;   1.40;   1.78;   1.06;  -1.06;   1.00;   0.31;  -0.45
200601;   1.77;  -0.74;  -2.33;   3.94;   0.37;   2.66;   2.48;   2.19;   3.24;  -3.05;   9.48;  14.93;  11.57;   6.58;   5.03;   1.95;  17.08;  15.14;  12.48;   3.03;   3.86;   3.02;   4.79;  -2.60;   4.81;   6.91;   0.70;   4.34;   1.29;  -2.17
200602;   1.46;   1.94;  -0.04;   1.03;   1.49;   1.10;   0.24;   1.05;  -0.29;   3.41;  -3.29;  -2.96;  -0.83;   3.23;  -2.31;   5.05;  -8.86;  -8.53;  -8.14;   0.23;   3.30;  -2.31;   0.63;   0.92;   1.21;   1.56;   1.28;   2.13;   1.60;   1.06
200603;   3.15;   0.27;   0.08;   3.45;  -0.02;  -0.40;   3.37;  -1.01;   1.31;  -2.01;   3.06;  12.14;   3.16;   5.09;   2.32;   3.67;   6.69;   5.81;   3.95;  -3.65;   1.80;   2.80;   3.02;   3.01;   4.44;   3.87;   2.23;   2.34;   0.64;   5.08
200604;   1.94;   0.97;   3.43;   2.41;  -2.52;   1.45;  -1.16;  -1.86;   2.93;   1.15;  -0.13;   7.65;   5.93;   0.76;  -1.08;   5.18;   7.81;  20.78;   4.05;   1.82;   1.47;  -1.54;  -0.27;   5.74;   0.32;  -3.21;  -1.35;  -0.16;   2.81;  -0.05
200605;   3.20;   3.62;  -1.09;   1.34;  -2.39;  -4.20;  -5.44;  -2.20;  -2.26;   1.37;  -8.46;  -4.63;  -3.67;  -4.28;   2.56;  -1.27; -11.59;  -1.64;  -3.53;   1.51;   0.00;  -5.85;  -7.35;  -2.55;  -1.72;  -2.13;  -1.40;  -3.71;  -3.60;  -0.27
200606;  -0.27;  -0.81;   3.15;   0.78;  -0.34;   0.88;  -0.24;  -0.11;  -1.11;   1.47;  -3.57;   2.90;  -0.92;   1.29;   1.79;  -0.27;   1.18;  -6.06;   3.06;   2.42;   2.95;   0.60;  -3.14;  -2.80;   4.29;  -1.18;   0.47;   1.64;  -0.43;  -2.05
200607;   1.84;   4.45;   9.11;  -7.14;  -1.84;   0.42;  -3.08;   4.12;  -4.31;  -3.12;  -7.42;  -4.12;  -5.92;  -6.13;  -3.75;  -3.25;  -2.12; -12.59;   5.67;   4.83;   2.44;  -2.97;  -4.77;  -4.99; -11.15;  -2.00;  -4.74;  -6.06;   1.38;  -0.17
200608;   2.60;   2.25;   4.21;   2.47;   4.25;   6.75;   4.19;   2.33;   3.87;   1.37;   1.72;  -2.59;  -0.72;   1.40;   3.12;  -0.65;   2.48; -10.42;  -3.05;   2.28;   2.28;   4.49;   9.10;   2.49;  -1.19;   1.61;   2.38;   2.97;   1.50;   4.01
200609;   0.11;  -0.13;  -6.38;   4.86;   1.09;   1.70;   9.09;   1.53;   2.46;   1.92;  -1.58;   0.07;   0.17;   3.46;   3.33;   3.75;  -6.89; -15.05;  -3.51;  -2.12;   3.66;   4.20;   2.85;   2.02;   4.14;   1.39;   6.31;   7.17;   3.59;   3.07
200610;   0.34;   0.43;   5.40;   8.71;   5.69;   3.21;   8.04;   1.70;   5.77;   0.26;   5.14;  10.76;   3.09;   4.92;   3.89;   2.99;   8.60;  14.50;   4.98;   5.36;   5.20;   6.06;   2.14;   4.92;   6.10;   4.73;   3.17;   7.70;   2.01;   2.77
200611;   1.12;  -0.46;   3.55;   4.75;   2.22;   0.46;   4.25;   0.07;   2.82;   3.67;   6.37;   8.83;   4.17;   2.01;   1.00;   4.50;   7.38;   5.85;   8.65;   3.06;   0.63;   2.09;   4.02;   2.66;   2.05;   2.33;  -2.26;   1.75;   0.90;   1.36
200612;   1.53;   2.43;   3.04;   4.25;   1.78;   1.26;   0.16;   0.13;   1.06;  -1.47;  -0.39;  -2.62;   0.07;  -0.54;   1.52;   0.02;  -2.85; -12.66;  -1.67;   0.73;   4.33;  -0.11;  -1.31;   1.03;  -2.27;  -0.36;   1.76;   2.16;   3.75;   4.12
200701;   1.29;   1.65;   1.42;   6.17;  -0.49;   2.03;   3.01;   3.51;   3.74;   7.65;   2.87;   9.72;   1.32;   3.52;   6.12;   4.08;   7.11;   1.51;  -1.40;   0.48;   2.73;   3.26;   1.15;   1.35;   4.35;   4.02;   3.96;   1.03;   0.37;  -1.33
200702;  -0.50;  -2.64;  -3.23;  -4.50;  -0.01;  -1.43;   1.57;  -2.85;   2.11;   5.07;  -0.89;   1.95;   2.55;  -1.54;   0.94;  -1.60;   7.14;   1.93;  -2.21;   4.16;  -2.78;  -3.20;  -1.14;   1.48;  -0.67;   0.04;  -0.45;  -1.58;  -2.52;  -2.53
