ibes_ticker,oftic,cusip,period_end,statpers,measure,fpi,medest,meanest,numest
EL,EL,51843910,2013-09-30,2013-08-15,EPS,6,0.87,0.82,17.0
EL,EL,51843910,2013-09-30,2013-09-19,EPS,6,0.72,0.73,17.0
EL,EL,51843910,2013-09-30,2013-10-17,EPS,6,0.73,0.73,18.0
EL,EL,51843910,2013-12-31,2013-11-14,EPS,6,1.06,1.06,18.0
EL,EL,51843910,2013-12-31,2013-12-19,EPS,6,1.06,1.06,21.0
EL,EL,51843910,2013-12-31,2014-01-16,EPS,6,1.06,1.07,21.0
EL,EL,51843910,2014-03-31,2014-02-20,EPS,6,0.55,0.56,21.0
EL,EL,51843910,2014-03-31,2014-03-20,EPS,6,0.55,0.56,21.0
EL,EL,51843910,2014-03-31,2014-04-17,EPS,6,0.55,0.55,21.0
EL,EL,51843910,2014-06-30,2014-05-15,EPS,6,0.56,0.56,21.0
EL,EL,51843910,2014-06-30,2014-06-19,EPS,6,0.56,0.56,21.0
EL,EL,51843910,2014-06-30,2014-07-17,EPS,6,0.56,0.56,21.0
EL,EL,51843910,2014-06-30,2014-08-14,EPS,6,0.56,0.56,21.0
EL,EL,51843910,2014-09-30,2014-09-18,EPS,6,0.55,0.56,21.0
EL,EL,51843910,2014-09-30,2014-10-16,EPS,6,0.55,0.55,21.0
EL,EL,51843910,2014-12-31,2014-11-20,EPS,6,1.05,1.06,18.0
EL,EL,51843910,2014-12-31,2014-12-18,EPS,6,1.05,1.05,21.0
EL,EL,51843910,2014-12-31,2015-01-15,EPS,6,1.05,1.05,21.0
EL,EL,51843910,2015-03-31,2015-02-19,EPS,6,0.51,0.51,22.0
EL,EL,51843910,2015-03-31,2015-03-19,EPS,6,0.51,0.51,22.0
EL,EL,51843910,2015-03-31,2015-04-16,EPS,6,0.5,0.51,22.0
EL,EL,51843910,2015-06-30,2015-05-14,EPS,6,0.34,0.35,20.0
EL,EL,51843910,2015-06-30,2015-06-18,EPS,6,0.34,0.34,19.0
EL,EL,51843910,2015-06-30,2015-07-16,EPS,6,0.34,0.34,19.0
EL,EL,51843910,2015-09-30,2015-08-20,EPS,6,0.7,0.71,20.0
EL,EL,51843910,2015-09-30,2015-09-17,EPS,6,0.7,0.7,19.0
EL,EL,51843910,2015-09-30,2015-10-15,EPS,6,0.7,0.7,20.0
EL,EL,51843910,2015-12-31,2015-11-19,EPS,6,1.1,1.1,20.0
EL,EL,51843910,2015-12-31,2015-12-17,EPS,6,1.1,1.11,21.0
EL,EL,51843910,2015-12-31,2016-01-14,EPS,6,1.1,1.11,21.0
EL,EL,51843910,2016-03-31,2016-02-18,EPS,6,0.6,0.6,21.0
EL,EL,51843910,2016-03-31,2016-03-17,EPS,6,0.6,0.6,21.0
EL,EL,51843910,2016-03-31,2016-04-14,EPS,6,0.6,0.61,21.0
EL,EL,51843910,2016-06-30,2016-05-19,EPS,6,0.39,0.4,21.0
EL,EL,51843910,2016-06-30,2016-06-16,EPS,6,0.39,0.4,21.0
EL,EL,51843910,2016-06-30,2016-07-14,EPS,6,0.39,0.4,20.0
EL,EL,51843910,2016-06-30,2016-08-18,EPS,6,0.39,0.4,20.0
EL,EL,51843910,2016-09-30,2016-09-15,EPS,6,0.8,0.8,17.0
EL,EL,51843910,2016-09-30,2016-10-20,EPS,6,0.8,0.8,16.0
EL,EL,51843910,2016-12-31,2016-11-17,EPS,6,1.18,1.18,18.0
EL,EL,51843910,2016-12-31,2016-12-15,EPS,6,1.18,1.18,18.0
EL,EL,51843910,2016-12-31,2017-01-19,EPS,6,1.17,1.18,18.0
EL,EL,51843910,2017-03-31,2017-02-16,EPS,6,0.72,0.73,20.0
EL,EL,51843910,2017-03-31,2017-03-16,EPS,6,0.72,0.73,19.0
EL,EL,51843910,2017-03-31,2017-04-20,EPS,6,0.72,0.73,20.0
EL,EL,51843910,2017-06-30,2017-05-18,EPS,6,0.42,0.43,20.0
EL,EL,51843910,2017-06-30,2017-06-15,EPS,6,0.42,0.43,20.0
EL,EL,51843910,2017-06-30,2017-07-20,EPS,6,0.43,0.43,21.0
EL,EL,51843910,2017-06-30,2017-08-17,EPS,6,0.43,0.43,21.0
EL,EL,51843910,2017-09-30,2017-09-14,EPS,6,0.96,0.96,20.0
EL,EL,51843910,2017-09-30,2017-10-19,EPS,6,0.97,0.97,22.0
EL,EL,51843910,2017-12-31,2017-11-16,EPS,6,1.43,1.42,21.0
EL,EL,51843910,2017-12-31,2017-12-14,EPS,6,1.43,1.42,22.0
EL,EL,51843910,2017-12-31,2018-01-18,EPS,6,1.44,1.43,22.0
EL,EL,51843910,2018-03-31,2018-02-15,EPS,6,1.05,1.05,21.0
EL,EL,51843910,2018-03-31,2018-03-15,EPS,6,1.05,1.05,22.0
EL,EL,51843910,2018-03-31,2018-04-19,EPS,6,1.06,1.07,21.0
EL,EL,51843910,2018-06-30,2018-05-17,EPS,6,0.55,0.56,19.0
EL,EL,51843910,2018-06-30,2018-06-14,EPS,6,0.55,0.56,21.0
EL,EL,51843910,2018-06-30,2018-07-19,EPS,6,0.56,0.56,24.0
EL,EL,51843910,2018-06-30,2018-08-16,EPS,6,0.56,0.56,24.0
EL,EL,51843910,2018-09-30,2018-09-20,EPS,6,1.23,1.22,23.0
EL,EL,51843910,2018-09-30,2018-10-18,EPS,6,1.23,1.22,24.0
EL,EL,51843910,2018-12-31,2018-11-15,EPS,6,1.52,1.54,23.0
EL,EL,51843910,2018-12-31,2018-12-20,EPS,6,1.52,1.54,24.0
EL,EL,51843910,2018-12-31,2019-01-17,EPS,6,1.53,1.54,24.0
EL,EL,51843910,2019-03-31,2019-02-14,EPS,6,1.29,1.29,23.0
EL,EL,51843910,2019-03-31,2019-03-14,EPS,6,1.29,1.29,23.0
EL,EL,51843910,2019-03-31,2019-04-18,EPS,6,1.29,1.3,24.0
EL,EL,51843910,2019-06-30,2019-05-16,EPS,6,0.53,0.52,24.0
EL,EL,51843910,2019-06-30,2019-06-20,EPS,6,0.52,0.52,23.0
EL,EL,51843910,2019-06-30,2019-07-18,EPS,6,0.52,0.52,23.0
EL,EL,51843910,2019-06-30,2019-08-15,EPS,6,0.53,0.53,23.0
EL,EL,51843910,2019-09-30,2019-09-19,EPS,6,1.59,1.6,23.0
EL,EL,51843910,2019-09-30,2019-10-17,EPS,6,1.6,1.6,23.0
EL,EL,51843910,2019-12-31,2019-11-14,EPS,6,1.88,1.89,21.0
EL,EL,51843910,2019-12-31,2019-12-19,EPS,6,1.88,1.9,21.0
EL,EL,51843910,2019-12-31,2020-01-16,EPS,6,1.89,1.9,21.0
EL,EL,51843910,2020-03-31,2020-02-20,EPS,6,1.3,1.3,20.0
EL,EL,51843910,2020-03-31,2020-03-19,EPS,6,1.2,1.16,21.0
EL,EL,51843910,2020-03-31,2020-04-16,EPS,6,0.91,0.82,19.0
EL,EL,51843910,2020-06-30,2020-05-14,EPS,6,0.03,-0.11,20.0
EL,EL,51843910,2020-06-30,2020-06-18,EPS,6,-0.04,-0.14,20.0
EL,EL,51843910,2020-06-30,2020-07-16,EPS,6,-0.19,-0.22,21.0
EL,EL,51843910,2020-09-30,2020-08-20,EPS,6,1.18,1.2,17.0
EL,EL,51843910,2020-09-30,2020-09-17,EPS,6,0.86,0.89,18.0
EL,EL,51843910,2020-09-30,2020-10-15,EPS,6,0.86,0.89,19.0
EL,EL,51843910,2020-12-31,2020-11-19,EPS,6,1.65,1.65,18.0
EL,EL,51843910,2020-12-31,2020-12-17,EPS,6,1.65,1.66,20.0
EL,EL,51843910,2020-12-31,2021-01-14,EPS,6,1.65,1.66,20.0
EL,EL,51843910,2021-03-31,2021-02-18,EPS,6,1.24,1.28,21.0
EL,EL,51843910,2021-03-31,2021-03-18,EPS,6,1.24,1.28,20.0
EL,EL,51843910,2021-03-31,2021-04-15,EPS,6,1.24,1.29,20.0
EL,EL,51843910,2021-06-30,2021-05-20,EPS,6,0.5,0.5,20.0
EL,EL,51843910,2021-06-30,2021-06-17,EPS,6,0.5,0.5,20.0
EL,EL,51843910,2021-06-30,2021-07-15,EPS,6,0.5,0.5,21.0
EL,EL,51843910,2021-09-30,2021-08-19,EPS,6,1.83,1.82,18.0
EL,EL,51843910,2021-09-30,2021-09-16,EPS,6,1.68,1.69,21.0
EL,EL,51843910,2021-09-30,2021-10-14,EPS,6,1.68,1.7,22.0
EL,EL,51843910,2021-12-31,2021-11-18,EPS,6,2.63,2.64,19.0
EL,EL,51843910,2021-12-31,2021-12-16,EPS,6,2.63,2.64,19.0
EL,EL,51843910,2021-12-31,2022-01-20,EPS,6,2.62,2.63,21.0
EL,EL,51843910,2022-03-31,2022-02-17,EPS,6,1.65,1.68,22.0
EL,EL,51843910,2022-03-31,2022-03-17,EPS,6,1.65,1.67,22.0
EL,EL,51843910,2022-03-31,2022-04-14,EPS,6,1.66,1.66,22.0
EL,EL,51843910,2022-06-30,2022-05-19,EPS,6,0.35,0.34,21.0
EL,EL,51843910,2022-06-30,2022-06-16,EPS,6,0.35,0.34,21.0
EL,EL,51843910,2022-06-30,2022-07-14,EPS,6,0.35,0.34,21.0
EL,EL,51843910,2022-09-30,2022-08-18,EPS,6,1.83,1.74,19.0
EL,EL,51843910,2022-09-30,2022-09-15,EPS,6,1.31,1.33,18.0
EL,EL,51843910,2022-09-30,2022-10-20,EPS,6,1.31,1.32,20.0
EL,EL,51843910,2022-12-31,2022-11-17,EPS,6,1.28,1.29,22.0
EL,EL,51843910,2022-12-31,2022-12-15,EPS,6,1.28,1.29,22.0
EL,EL,51843910,2022-12-31,2023-01-19,EPS,6,1.29,1.3,22.0
EL,EL,51843910,2023-03-31,2023-02-16,EPS,6,0.49,0.51,21.0
EL,EL,51843910,2023-03-31,2023-03-16,EPS,6,0.49,0.51,24.0
EL,EL,51843910,2023-03-31,2023-04-20,EPS,6,0.49,0.5,23.0
EL,EL,51843910,2023-06-30,2023-05-18,EPS,6,-0.02,-0.03,23.0
EL,EL,51843910,2023-06-30,2023-06-15,EPS,6,-0.03,-0.03,23.0
EL,EL,51843910,2023-06-30,2023-07-20,EPS,6,-0.03,-0.03,24.0
EL,EL,51843910,2023-06-30,2023-08-17,EPS,6,-0.03,-0.04,23.0
EL,EL,51843910,2023-09-30,2023-09-14,EPS,6,-0.21,-0.19,21.0
EL,EL,51843910,2023-09-30,2023-10-19,EPS,6,-0.21,-0.19,22.0
EL,EL,51843910,2023-12-31,2023-11-16,EPS,6,0.56,0.56,21.0
EL,EL,51843910,2023-12-31,2023-12-14,EPS,6,0.56,0.56,21.0
EL,EL,51843910,2023-12-31,2024-01-18,EPS,6,0.55,0.55,21.0
EL,EL,51843910,2024-03-31,2024-02-15,EPS,6,0.46,0.48,21.0
EL,EL,51843910,2024-03-31,2024-03-14,EPS,6,0.46,0.47,21.0
EL,EL,51843910,2024-03-31,2024-04-18,EPS,6,0.46,0.48,22.0
EL,EL,51843910,2024-06-30,2024-05-16,EPS,6,0.28,0.3,22.0
EL,EL,51843910,2024-06-30,2024-06-20,EPS,6,0.28,0.3,22.0
EL,EL,51843910,2024-06-30,2024-07-18,EPS,6,0.27,0.28,22.0
EL,EL,51843910,2024-06-30,2024-08-15,EPS,6,0.27,0.27,22.0
EL,EL,51843910,2024-09-30,2024-09-19,EPS,6,0.09,0.1,23.0
EL,EL,51843910,2024-09-30,2024-10-17,EPS,6,0.09,0.09,22.0
EL,EL,51843910,2024-12-31,2024-11-14,EPS,6,0.33,0.31,22.0
EL,EL,51843910,2024-12-31,2024-12-19,EPS,6,0.33,0.31,22.0
EL,EL,51843910,2024-12-31,2025-01-16,EPS,6,0.33,0.32,22.0
EL,EL,51843910,2025-03-31,2025-02-20,EPS,6,0.32,0.32,22.0
EL,EL,51843910,2025-03-31,2025-03-20,EPS,6,0.32,0.32,22.0
EL,EL,51843910,2025-03-31,2025-04-17,EPS,6,0.32,0.32,21.0
EL,EL,51843910,2025-06-30,2025-05-15,EPS,6,0.07,0.08,19.0
EL,EL,51843910,2025-06-30,2025-06-19,EPS,6,0.07,0.08,18.0
EL,EL,51843910,2025-06-30,2025-07-17,EPS,6,0.07,0.08,18.0
EL,EL,51843910,2025-06-30,2025-08-14,EPS,6,0.08,0.09,18.0
EL,EL,51843910,2025-09-30,2025-09-18,EPS,6,0.15,0.17,17.0
EL,EL,51843910,2025-09-30,2025-10-16,EPS,6,0.16,0.17,18.0
EL,EL,51843910,2025-12-31,2025-11-20,EPS,6,0.81,0.82,18.0
EL,EL,51843910,2025-12-31,2025-12-18,EPS,6,0.81,0.83,18.0
EL,EL,51843910,2025-12-31,2026-01-15,EPS,6,0.81,0.83,18.0
EL,EL,51843910,2026-03-31,2026-02-19,EPS,6,0.65,0.65,18.0
ELF,ELF,83365840,1992-12-31,1993-02-18,EPS,6,1.0,1.0,1.0
ELF,ELF,83365840,1992-12-31,1993-03-18,EPS,6,1.0,1.0,1.0
ELF,ELF,83365840,1992-12-31,1993-04-15,EPS,6,1.0,1.0,1.0
ELF,ELF,83365840,1993-03-31,1993-12-16,EPS,6,0.5,0.5,1.0
ELF,ELF,28626910,1994-03-31,1994-05-19,EPS,6,0.3,0.3,1.0
ELF,ELF,28626910,1994-03-31,1994-06-16,EPS,6,0.3,0.3,1.0
ELF,ELF,28626910,1994-03-31,1994-07-14,EPS,6,0.3,0.3,1.0
ELF,ELF,28626910,1994-03-31,1994-08-18,EPS,6,0.3,0.3,1.0
ELF,ELF,28626910,1994-12-31,1995-01-19,EPS,6,0.66,0.69,3.0
ELF,ELF,28626910,1995-03-31,1995-06-15,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1995-07-20,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1995-08-17,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1995-09-14,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1995-10-19,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1995-11-16,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1995-12-14,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1996-01-18,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1995-03-31,1996-02-15,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1996-03-31,1996-04-18,EPS,6,1.0,1.0,1.0
ELF,ELF,28626910,1996-03-31,1996-05-16,EPS,6,1.0,1.0,1.0
ELF,ELF,28626910,1996-03-31,1996-06-20,EPS,6,1.0,1.0,1.0
ELF,ELF,28626910,1996-03-31,1996-07-18,EPS,6,1.0,1.0,1.0
ELF,ELF,28626910,1996-03-31,1996-08-15,EPS,6,1.0,1.0,1.0
ELF,ELF,28626910,1996-03-31,1996-09-19,EPS,6,1.0,1.0,1.0
ELF,ELF,28626910,1997-03-31,1997-03-20,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1997-03-31,1997-04-17,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1997-03-31,1997-05-15,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1997-03-31,1997-06-19,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1997-06-30,1997-07-17,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1997-08-14,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1997-09-18,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1997-10-16,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1997-11-20,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1997-12-18,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1998-01-15,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1998-02-19,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1998-03-19,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1997-06-30,1998-04-16,EPS,6,1.65,1.62,3.0
ELF,ELF,28626910,1998-12-31,1998-11-19,EPS,6,1.29,1.26,3.0
ELF,ELF,28626910,1998-12-31,1998-12-17,EPS,6,1.08,1.05,4.0
ELF,ELF,28626910,1998-12-31,1999-01-14,EPS,6,0.86,0.86,4.0
ELF,ELF,28626910,1998-12-31,1999-02-18,EPS,6,0.86,0.86,4.0
ELF,ELF,28626910,1999-06-30,1999-09-16,EPS,6,0.82,0.82,2.0
ELF,ELF,28626910,1999-06-30,1999-10-14,EPS,6,1.06,1.06,2.0
ELF,ELF,28626910,1999-09-30,1999-11-18,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1999-09-30,1999-12-16,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1999-09-30,2000-01-20,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1999-09-30,2000-02-17,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1999-09-30,2000-03-16,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1999-09-30,2000-04-20,EPS,6,0.0,0.0,1.0
ELF,ELF,28626910,1999-09-30,2000-05-18,EPS,6,0.0,0.0,1.0
019I,ELF,26856L10,2016-09-30,2016-10-20,EPS,6,0.02,0.01,8.0
019I,ELF,26856L10,2016-12-31,2016-11-17,EPS,6,0.13,0.13,8.0
019I,ELF,26856L10,2016-12-31,2016-12-15,EPS,6,0.13,0.13,7.0
019I,ELF,26856L10,2016-12-31,2017-01-19,EPS,6,0.14,0.14,8.0
019I,ELF,26856L10,2016-12-31,2017-02-16,EPS,6,0.14,0.14,8.0
019I,ELF,26856L10,2017-03-31,2017-03-16,EPS,6,0.05,0.05,8.0
019I,ELF,26856L10,2017-03-31,2017-04-20,EPS,6,0.05,0.05,7.0
019I,ELF,26856L10,2017-06-30,2017-05-18,EPS,6,0.03,0.03,8.0
019I,ELF,26856L10,2017-06-30,2017-06-15,EPS,6,0.03,0.03,8.0
019I,ELF,26856L10,2017-06-30,2017-07-20,EPS,6,0.03,0.03,8.0
019I,ELF,26856L10,2017-09-30,2017-08-17,EPS,6,0.07,0.07,9.0
019I,ELF,26856L10,2017-09-30,2017-09-14,EPS,6,0.07,0.07,11.0
019I,ELF,26856L10,2017-09-30,2017-10-19,EPS,6,0.07,0.06,11.0
019I,ELF,26856L10,2017-12-31,2017-11-16,EPS,6,0.17,0.17,11.0
019I,ELF,26856L10,2017-12-31,2017-12-14,EPS,6,0.17,0.17,11.0
019I,ELF,26856L10,2017-12-31,2018-01-18,EPS,6,0.17,0.17,12.0
019I,ELF,26856L10,2017-12-31,2018-02-15,EPS,6,0.17,0.17,12.0
019I,ELF,26856L10,2018-03-31,2018-03-15,EPS,6,0.1,0.09,12.0
019I,ELF,26856L10,2018-03-31,2018-04-19,EPS,6,0.1,0.09,11.0
019I,ELF,26856L10,2018-06-30,2018-05-17,EPS,6,0.06,0.07,11.0
019I,ELF,26856L10,2018-06-30,2018-06-14,EPS,6,0.06,0.06,13.0
019I,ELF,26856L10,2018-06-30,2018-07-19,EPS,6,0.06,0.06,13.0
019I,ELF,26856L10,2018-09-30,2018-08-16,EPS,6,0.08,0.08,13.0
019I,ELF,26856L10,2018-09-30,2018-09-20,EPS,6,0.08,0.08,13.0
019I,ELF,26856L10,2018-09-30,2018-10-18,EPS,6,0.07,0.08,13.0
019I,ELF,26856L10,2018-12-31,2018-11-15,EPS,6,0.2,0.21,13.0
019I,ELF,26856L10,2018-12-31,2018-12-20,EPS,6,0.2,0.21,13.0
019I,ELF,26856L10,2018-12-31,2019-01-17,EPS,6,0.2,0.21,13.0
019I,ELF,26856L10,2018-12-31,2019-02-14,EPS,6,0.22,0.22,1.0
019I,ELF,26856L10,2019-03-31,2019-03-14,EPS,6,0.04,0.06,8.0
019I,ELF,26856L10,2019-03-31,2019-04-18,EPS,6,0.04,0.05,10.0
019I,ELF,26856L10,2019-06-30,2019-05-16,EPS,6,0.06,0.06,11.0
019I,ELF,26856L10,2019-06-30,2019-06-20,EPS,6,0.06,0.06,11.0
019I,ELF,26856L10,2019-06-30,2019-07-18,EPS,6,0.06,0.06,11.0
019I,ELF,26856L10,2019-09-30,2019-08-15,EPS,6,0.09,0.09,11.0
019I,ELF,26856L10,2019-09-30,2019-09-19,EPS,6,0.09,0.09,11.0
019I,ELF,26856L10,2019-09-30,2019-10-17,EPS,6,0.09,0.09,11.0
019I,ELF,26856L10,2019-12-31,2019-11-14,EPS,6,0.15,0.15,11.0
019I,ELF,26856L10,2019-12-31,2019-12-19,EPS,6,0.15,0.15,11.0
019I,ELF,26856L10,2019-12-31,2020-01-16,EPS,6,0.15,0.15,11.0
019I,ELF,26856L10,2020-03-31,2020-02-20,EPS,6,0.06,0.06,11.0
019I,ELF,26856L10,2020-03-31,2020-03-19,EPS,6,0.06,0.06,11.0
019I,ELF,26856L10,2020-03-31,2020-04-16,EPS,6,0.05,0.05,11.0
019I,ELF,26856L10,2020-03-31,2020-05-14,EPS,6,0.05,0.05,11.0
019I,ELF,26856L10,2020-06-30,2020-06-18,EPS,6,0.03,0.03,11.0
019I,ELF,26856L10,2020-06-30,2020-07-16,EPS,6,0.04,0.04,11.0
019I,ELF,26856L10,2020-09-30,2020-08-20,EPS,6,0.14,0.11,11.0
019I,ELF,26856L10,2020-09-30,2020-09-17,EPS,6,0.14,0.11,11.0
019I,ELF,26856L10,2020-09-30,2020-10-15,EPS,6,0.14,0.12,11.0
019I,ELF,26856L10,2020-12-31,2020-11-19,EPS,6,0.24,0.24,11.0
019I,ELF,26856L10,2020-12-31,2020-12-17,EPS,6,0.24,0.24,11.0
019I,ELF,26856L10,2020-12-31,2021-01-14,EPS,6,0.24,0.24,11.0
019I,ELF,26856L10,2021-03-31,2021-02-18,EPS,6,0.09,0.09,11.0
019I,ELF,26856L10,2021-03-31,2021-03-18,EPS,6,0.09,0.09,11.0
019I,ELF,26856L10,2021-03-31,2021-04-15,EPS,6,0.09,0.09,11.0
019I,ELF,26856L10,2021-03-31,2021-05-20,EPS,6,0.1,0.1,11.0
019I,ELF,26856L10,2021-06-30,2021-06-17,EPS,6,0.14,0.15,11.0
019I,ELF,26856L10,2021-06-30,2021-07-15,EPS,6,0.14,0.15,12.0
019I,ELF,26856L10,2021-09-30,2021-08-19,EPS,6,0.13,0.13,11.0
019I,ELF,26856L10,2021-09-30,2021-09-16,EPS,6,0.13,0.13,11.0
019I,ELF,26856L10,2021-09-30,2021-10-14,EPS,6,0.13,0.13,11.0
019I,ELF,26856L10,2021-12-31,2021-11-18,EPS,6,0.16,0.15,12.0
019I,ELF,26856L10,2021-12-31,2021-12-16,EPS,6,0.16,0.15,12.0
019I,ELF,26856L10,2021-12-31,2022-01-20,EPS,6,0.16,0.15,12.0
019I,ELF,26856L10,2022-03-31,2022-02-17,EPS,6,0.06,0.06,12.0
019I,ELF,26856L10,2022-03-31,2022-03-17,EPS,6,0.06,0.06,12.0
019I,ELF,26856L10,2022-03-31,2022-04-14,EPS,6,0.06,0.06,12.0
019I,ELF,26856L10,2022-03-31,2022-05-19,EPS,6,0.07,0.06,12.0
019I,ELF,26856L10,2022-06-30,2022-06-16,EPS,6,0.24,0.23,12.0
019I,ELF,26856L10,2022-06-30,2022-07-14,EPS,6,0.24,0.23,12.0
019I,ELF,26856L10,2022-09-30,2022-08-18,EPS,6,0.13,0.14,11.0
019I,ELF,26856L10,2022-09-30,2022-09-15,EPS,6,0.13,0.14,11.0
019I,ELF,26856L10,2022-09-30,2022-10-20,EPS,6,0.16,0.16,12.0
019I,ELF,26856L10,2022-12-31,2022-11-17,EPS,6,0.23,0.22,12.0
019I,ELF,26856L10,2022-12-31,2022-12-15,EPS,6,0.23,0.22,12.0
019I,ELF,26856L10,2022-12-31,2023-01-19,EPS,6,0.23,0.23,13.0
019I,ELF,26856L10,2023-03-31,2023-02-16,EPS,6,0.16,0.18,13.0
019I,ELF,26856L10,2023-03-31,2023-03-16,EPS,6,0.16,0.18,13.0
019I,ELF,26856L10,2023-03-31,2023-04-20,EPS,6,0.18,0.18,13.0
019I,ELF,26856L10,2023-03-31,2023-05-18,EPS,6,0.19,0.2,13.0
019I,ELF,26856L10,2023-06-30,2023-06-15,EPS,6,0.56,0.56,13.0
019I,ELF,26856L10,2023-06-30,2023-07-20,EPS,6,0.56,0.56,13.0
019I,ELF,26856L10,2023-09-30,2023-08-17,EPS,6,0.5,0.51,13.0
019I,ELF,26856L10,2023-09-30,2023-09-14,EPS,6,0.5,0.51,13.0
019I,ELF,26856L10,2023-09-30,2023-10-19,EPS,6,0.51,0.52,14.0
019I,ELF,26856L10,2023-12-31,2023-11-16,EPS,6,0.46,0.49,13.0
019I,ELF,26856L10,2023-12-31,2023-12-14,EPS,6,0.46,0.49,13.0
019I,ELF,26856L10,2023-12-31,2024-01-18,EPS,6,0.5,0.51,13.0
019I,ELF,26856L10,2024-03-31,2024-02-15,EPS,6,0.27,0.31,15.0
019I,ELF,26856L10,2024-03-31,2024-03-14,EPS,6,0.3,0.31,15.0
019I,ELF,26856L10,2024-03-31,2024-04-18,EPS,6,0.31,0.33,15.0
019I,ELF,26856L10,2024-03-31,2024-05-16,EPS,6,0.31,0.32,15.0
019I,ELF,26856L10,2024-06-30,2024-06-20,EPS,6,0.86,0.86,14.0
019I,ELF,26856L10,2024-06-30,2024-07-18,EPS,6,0.83,0.85,15.0
019I,ELF,26856L10,2024-09-30,2024-08-15,EPS,6,0.39,0.43,15.0
019I,ELF,26856L10,2024-09-30,2024-09-19,EPS,6,0.42,0.44,16.0
019I,ELF,26856L10,2024-09-30,2024-10-17,EPS,6,0.42,0.44,16.0
019I,ELF,26856L10,2024-12-31,2024-11-14,EPS,6,0.73,0.76,16.0
019I,ELF,26856L10,2024-12-31,2024-12-19,EPS,6,0.74,0.76,17.0
019I,ELF,26856L10,2024-12-31,2025-01-16,EPS,6,0.75,0.75,17.0
019I,ELF,26856L10,2025-03-31,2025-02-20,EPS,6,0.71,0.72,18.0
019I,ELF,26856L10,2025-03-31,2025-03-20,EPS,6,0.72,0.73,18.0
019I,ELF,26856L10,2025-03-31,2025-04-17,EPS,6,0.71,0.73,17.0
019I,ELF,26856L10,2025-03-31,2025-05-15,EPS,6,0.71,0.72,16.0
019I,ELF,26856L10,2025-06-30,2025-06-19,EPS,6,0.86,0.86,15.0
019I,ELF,26856L10,2025-06-30,2025-07-17,EPS,6,0.84,0.83,15.0
019I,ELF,26856L10,2025-09-30,2025-08-14,EPS,6,0.58,0.59,15.0
019I,ELF,26856L10,2025-09-30,2025-09-18,EPS,6,0.56,0.56,16.0
019I,ELF,26856L10,2025-09-30,2025-10-16,EPS,6,0.56,0.57,16.0
019I,ELF,26856L10,2025-12-31,2025-11-20,EPS,6,0.69,0.71,16.0
019I,ELF,26856L10,2025-12-31,2025-12-18,EPS,6,0.69,0.69,16.0
019I,ELF,26856L10,2025-12-31,2026-01-15,EPS,6,0.7,0.7,16.0
019I,ELF,26856L10,2026-03-31,2026-02-19,EPS,6,0.29,0.35,17.0
