gvkey,datadate,fyearq,fqtr,tic,conm,atq,ltq,revtq,cogsq,niq,epspxq,epspiq,oancfy,rdq
061567,2017-09-30,2018,1,EL,ESTEE LAUDER COMPANIES INC,12202.0000,7449.0000,3274.0000,582.0000,427.0000,1.1600,1.1600,93.0000,2017-11-01
061567,2017-12-31,2018,2,EL,ESTEE LAUDER COMPANIES INC,12604.0000,8015.0000,3744.0000,625.0000,123.0000,0.3300,0.3300,1450.0000,2018-02-02
061567,2018-03-31,2018,3,EL,ESTEE LAUDER COMPANIES INC,12772.0000,8035.0000,3370.0000,551.0000,372.0000,1.0100,1.0100,1931.0000,2018-05-02
061567,2018-06-30,2018,4,EL,ESTEE LAUDER COMPANIES INC,12567.0000,7857.0000,3303.0000,548.0000,186.0000,0.5100,0.5100,2573.0000,2018-08-20
061567,2018-09-30,2019,1,EL,ESTEE LAUDER COMPANIES INC,12543.0000,8113.0000,3524.0000,688.0000,500.0000,1.3600,1.3600,-119.0000,2018-10-31
061567,2018-12-31,2019,2,EL,ESTEE LAUDER COMPANIES INC,12676.0000,8343.0000,4005.0000,771.0000,573.0000,1.5800,1.5800,1273.0000,2019-02-05
061567,2019-03-31,2019,3,EL,ESTEE LAUDER COMPANIES INC,12931.0000,8314.0000,3746.0000,681.0000,555.0000,1.5300,1.5300,1756.0000,2019-05-01
061567,2019-06-30,2019,4,EL,ESTEE LAUDER COMPANIES INC,13156.0000,8745.0000,3591.0000,679.0000,157.0000,0.4300,0.4300,2517.0000,2019-08-19
061567,2019-09-30,2020,1,EL,ESTEE LAUDER COMPANIES INC,15431.0000,10873.0000,3895.0000,770.0000,595.0000,1.6500,1.6500,-170.0000,2019-10-31
061567,2019-12-31,2020,2,EL,ESTEE LAUDER COMPANIES INC,17937.0000,13336.0000,4624.0000,897.0000,557.0000,1.5500,1.5500,1255.0000,2020-02-06
061567,2020-03-31,2020,3,EL,ESTEE LAUDER COMPANIES INC,18363.0000,14005.0000,3345.0000,681.0000,-6.0000,-0.0200,-0.0200,1945.0000,2020-05-01
061567,2020-06-30,2020,4,EL,ESTEE LAUDER COMPANIES INC,17781.0000,13819.0000,2430.0000,617.0000,-462.0000,-1.2800,-1.2800,2280.0000,2020-08-20
061567,2020-09-30,2021,1,EL,ESTEE LAUDER COMPANIES INC,17903.0000,13422.0000,3562.0000,672.0000,523.0000,1.4400,1.4400,358.0000,2020-11-02
061567,2020-12-31,2021,2,EL,ESTEE LAUDER COMPANIES INC,19595.0000,14139.0000,4853.0000,929.0000,873.0000,2.4000,2.4000,1978.0000,2021-02-04
061567,2021-03-31,2021,3,EL,ESTEE LAUDER COMPANIES INC,19900.0000,14342.0000,3874.0000,781.0000,456.0000,1.2500,1.2500,2777.0000,2021-05-03
061567,2021-06-30,2021,4,EL,ESTEE LAUDER COMPANIES INC,21971.0000,15023.0000,3940.0000,822.0000,1018.0000,2.8100,2.8100,3631.0000,2021-08-19
061567,2021-09-30,2022,1,EL,ESTEE LAUDER COMPANIES INC,21580.0000,14623.0000,4393.0000,883.0000,692.0000,1.9100,1.9100,-81.0000,2021-11-02
061567,2021-12-31,2022,2,EL,ESTEE LAUDER COMPANIES INC,22078.0000,14986.0000,5540.0000,1047.0000,1088.0000,3.0200,3.0200,1846.0000,2022-02-03
061567,2022-03-31,2022,3,EL,ESTEE LAUDER COMPANIES INC,21359.0000,14308.0000,4246.0000,816.0000,558.0000,1.5500,1.5500,1969.0000,2022-05-03
061567,2022-06-30,2022,4,EL,ESTEE LAUDER COMPANIES INC,20910.0000,14478.0000,3562.0000,852.0000,52.0000,0.1500,0.1500,3040.0000,2022-08-18
061567,2022-09-30,2023,1,EL,ESTEE LAUDER COMPANIES INC,19989.0000,13664.0000,3935.0000,852.0000,489.0000,1.3700,1.3700,-650.0000,2022-11-02
061567,2022-12-31,2023,2,EL,ESTEE LAUDER COMPANIES INC,20731.0000,14010.0000,4621.0000,1044.0000,394.0000,1.1000,1.1000,751.0000,2023-02-02
061567,2023-03-31,2023,3,EL,ESTEE LAUDER COMPANIES INC,22715.0000,16019.0000,3755.0000,976.0000,156.0000,0.4400,0.4400,1017.0000,2023-05-03
061567,2023-06-30,2023,4,EL,ESTEE LAUDER COMPANIES INC,23415.0000,16998.0000,3626.0000,967.0000,-33.0000,-0.0900,-0.0900,1731.0000,2023-08-18
061567,2023-09-30,2024,1,EL,ESTEE LAUDER COMPANIES INC,22650.0000,16482.0000,3518.0000,871.0000,31.0000,0.0900,0.0900,-408.0000,2023-11-01
061567,2023-12-31,2024,2,EL,ESTEE LAUDER COMPANIES INC,23283.0000,16721.0000,4280.0000,954.0000,313.0000,0.8700,0.8700,937.0000,2024-02-05
061567,2024-03-31,2024,3,EL,ESTEE LAUDER COMPANIES INC,22700.0000,16116.0000,3940.0000,905.0000,330.0000,0.9200,0.9200,1471.0000,2024-05-01
061567,2024-06-30,2024,4,EL,ESTEE LAUDER COMPANIES INC,21677.0000,16363.0000,3871.0000,886.0000,-284.0000,-0.7900,-0.7900,2360.0000,2024-08-19
061567,2024-09-30,2025,1,EL,ESTEE LAUDER COMPANIES INC,21317.0000,16233.0000,3361.0000,715.0000,-156.0000,-0.4300,-0.4300,-670.0000,2024-10-31
061567,2024-12-31,2025,2,EL,ESTEE LAUDER COMPANIES INC,19760.0000,15591.0000,4004.0000,754.0000,-590.0000,-1.6400,-1.6400,387.0000,2025-02-04
061567,2025-03-31,2025,3,EL,ESTEE LAUDER COMPANIES INC,19886.0000,15541.0000,3550.0000,688.0000,159.0000,0.4400,0.4400,671.0000,2025-05-01
061567,2025-06-30,2025,4,EL,ESTEE LAUDER COMPANIES INC,19892.0000,16027.0000,3414.0000,755.0000,-546.0000,-1.5100,-1.5100,1272.0000,2025-08-20
061567,2025-09-30,2026,1,EL,ESTEE LAUDER COMPANIES INC,19329.0000,15439.0000,3480.0000,733.0000,47.0000,0.1300,0.1300,-340.0000,2025-10-30
061567,2025-12-31,2026,2,EL,ESTEE LAUDER COMPANIES INC,19634.0000,15603.0000,4229.0000,799.0000,162.0000,0.4500,0.4500,785.0000,2026-02-05
